Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
6800	-4096.08	-4147.44	51.357	30.29684	11.50968	0.1802798	1.092407	0.00923612	0.014746	0.00226346	0.00613399	0.00790825	0.0138726	0.00987597	0.00763557	0.0146307	0.00332735	0.0100874	0.00731831	0.00754812	0.0170715	0.00283783	0.00800912	0.000707252	0.00409712	0.0138458	0.00290517	0.0010524	0.00629349	0.0014168	0.0181714	0.0023547	0.00745114	0.00774103	0.0058941	0.0129828	0.00922532	0.0154006	0.0148981	0.00221577	0.00388274	0.0371034	0.0308995	0.00314989	0.00112019	0.0189475	0.0048173	0.016199	0.00738635	0.009804594	0.03646376	0.04836593	0.00219847	0.593989	0.0182095	0.0145329	0.37053	0.000539645	0.1523501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42.06584	0.05324999	0.000249545	0.0232293	0.330272	3.64625	0.155014	0.502867	1.01377	2.32835	0.289294	0.327958	0.118495	0.264252	0.200716	15.9695	0.969909	9.68446	8.02608	37.166	11.5097	0.216472	5.27826	20.2352	5.45917	7.92373	8.12959	22.2819	16.8216	0.759033
6900	-4107.36	-4148.31	40.9455	32.3102	11.78807	0.1878812	1.030114	0.011976	0.00400597	0.00553658	0.00397659	0.0117955	0.0160519	0.00859288	0.0036384	0.00786771	0.00104577	0.00974074	0.00754056	0.00325326	0.00902663	0.0170219	0.00343436	0.000647974	0.000313237	0.00795288	0.000985951	0.016837	0.0075478	0.00650167	0.00755806	0.00368831	0.00175397	0.0153817	0.00330181	0.00988776	0.0143783	0.00719095	0.00322949	0.00341925	0.00757271	0.0344641	0.0146187	0.00679936	0.0227919	0.0115071	0.000331562	0.0164164	0.0127853	0.007791202	0.02622532	0.03614665	0.010895	0.510111	0.00733006	0.0108107	0.447206	0.013648	0.09578742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40.07086	0.04973799	0.000340254	0.0270897	0.351297	3.62127	0.142923	0.48562	1.00482	2.36664	0.309026	0.300422	0.129574	0.260979	0.1319341	14.0015	0.992679	9.08837	8.58164	37.1265	11.7881	0.216472	3.69906	21.7594	5.67664	9.62131	8.1545	21.8224	16.8308	0.7260249
7000	-4121.23	-4151.64	30.4085	31.70112	11.7862	0.1803705	3.069952	0.0291864	0.00621951	0.0448414	0.0349785	0.00996802	0.00796308	0.00731505	0.00680765	0.00746184	0.00796641	0.0135387	0.0154342	0.00605233	0.0282163	0.0196166	0.0111191	0.00479823	0.00118128	0.0101019	0.000991602	0.02008	0.0142582	0.0199945	0.000260404	0.00605617	0.0139011	0.0108836	0.00188334	0.0174095	0.00591979	0.0236305	0.00187717	0.0677686	0.00880973	0.0204868	0.0124401	0.002591	0.0207371	0.0190352	9.00413e-05	0.00149504	0.0105083	0.01394168	0.02633835	0.02134312	0.00784783	0.56184	0.00357485	0.0173805	0.400744	0.0086136	0.1774185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46.08335	0.05729399	0.000250509	0.0232737	0.330526	3.64595	0.394602	0.735329	1.08284	1.78723	0.310744	0.309198	0.122639	0.257418	0.1987616	14.8284	1.6688	9.69395	8.42934	37.0965	11.7862	0.109165	4.61878	20.8603	6.04761	9.32669	8.03688	22.3444	16.879	0.8926195
7100	-4145.76	-4156.96	11.1993	21.58669	11.68059	0.1863969	1.365273	0.00885617	0.030004	0.102513	0.105698	0.000972089	6.66912e-05	0.0152554	0.00689256	0.0258686	0.00698216	0.0370422	0.0167836	0.0452405	0.0253893	0.0051113	0.145366	0.00905665	0.026218	0.0169064	0.0324198	0.0227283	0.0629657	0.0317891	0.00273188	0.0252271	0.0318301	0.00486001	0.0106187	0.0230847	0.00976249	0.0445103	0.00148874	0.0352839	0.00746927	0.0196242	0.0193197	0.028925	0.0263	0.0334966	0.00186579	0.0390516	0.00699618	0.02339886	0.02971798	0.06858014	0.0108609	0.465187	0.0084103	0.00405495	0.501211	0.0102762	0.06110546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	44.62156	0.1473583	0.000320904	0.0263148	0.347234	3.62613	0.20374	0.564479	1.04142	2.19036	0.305119	0.295567	0.156841	0.242473	0.1296856	15.9491	2.21537	7.4971	8.55365	37.194	11.6806	0.209472	4.91807	22.3581	6.29285	6.50045	8.18649	22.7308	16.8666	0.4711815
7200	-4127.71	-4145.47	17.7672	20.90069	11.43248	0.1819655	0.3619738	0.0102855	0.0170979	0.0175088	0.018528	0.00321325	0.014882	0.0189307	0.00745379	0.0172333	0.0173552	0.0100945	0.0215328	0.0441355	0.0368308	0.00185857	0.0677617	0.0593748	0.0443166	0.0207887	0.0100351	0.0409009	0.00272321	0.0216998	0.0095597	0.0338833	0.034523	0.0122082	0.0243527	0.022443	0.0244152	0.00949263	0.0113837	0.0413943	0.0014209	0.022253	0.0238515	0.0288892	0.0538423	0.0161475	0.0262487	0.00657268	0.030739	0.03093357	0.01759781	0.04687193	0.0199318	0.503595	0.00546121	0.00591718	0.459076	0.00601922	0.180409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37.71719	0.04514511	0.000267907	0.024062	0.334981	3.64069	0.0116323	0.152836	0.686621	3.14891	0.297404	0.306149	0.127626	0.268821	0.227281	15.0563	1.7082	9.69723	8.31263	37.1865	11.4325	0.152126	5.28589	21.022	6.64502	9.50557	8.18355	20.5867	16.8959	0.793771
7300	-4123.13	-4143.65	20.5124	16.87801	11.79282	0.1927233	2.10688	0.0218893	0.047339	0.0453669	0.0201127	0.0203877	0.0635005	0.00929017	0.00916948	0.0248386	0.0114202	0.0175208	0.0249794	0.0451197	0.0383502	0.00452327	0.00945895	0.0327488	0.00523499	0.0240955	0.0128105	0.0309824	0.00622156	0.0226665	0.0318833	0.00270357	0.00191958	0.0186123	0.0319153	0.0509761	0.0260272	0.0102483	0.00836303	0.00739238	0.0309991	0.0127198	0.069962	0.00910611	0.00334798	0.0242703	0.0762498	0.0172143	0.0156496	0.02316237	0.04037343	0.05021499	0.0147833	0.445706	0.00500295	0.0127587	0.51553	0.0062198	0.1993268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37.93795	0.04857385	0.000409283	0.0296858	0.364401	3.6055	0.305708	0.665918	1.07245	1.95593	0.303804	0.307016	0.140888	0.248292	0.2495418	15.1091	1.60482	9.69845	8.6223	37.1817	11.7928	0.240513	5.29852	22.4315	7.0849	9.0896	6.52542	20.6008	16.8118	0.7987712
7400	-4133.43	-4151.91	18.4711	17.82611	11.76532	0.1708941	1.273511	0.0157058	0.0262215	0.0114248	0.033151	0.017136	0.0461974	0.0214182	0.0116488	0.0631187	0.00936663	0.0206278	0.051446	0.0208706	0.047883	0.0395189	0.0121596	0.0419152	0.0408078	0.043874	0.00548309	0.0537184	0.0135286	0.0732057	0.0637538	0.0382175	0.000788232	0.0144184	0.0339608	0.11816	0.0110128	0.0213897	0.00101944	0.00501941	0.0182173	0.0193396	0.0367051	0.049117	0.00397099	0.0391825	0.00885843	0.000459423	0.0155432	0.03438223	0.04733866	0.07723593	0.0103034	0.544484	0.00971981	0.00852584	0.426219	0.000748206	0.07512146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38.16131	0.07117053	0.000163802	0.0188486	0.303593	3.67739	0.188122	0.545934	1.0338	2.23214	0.289465	0.287322	0.126157	0.297056	0.1523574	15.965	1.88267	9.64362	8.65965	37.1732	11.7653	0.230574	5.17103	22.7886	7.70828	5.16477	6.65337	21.5645	16.8962	0.4930608
7500	-4139.22	-4144.61	5.39428	18.04476	11.70342	0.1478664	1.0248	0.0203316	0.0297853	0.00829499	0.0275409	0.028457	0.000691562	0.0245392	0.0104044	0.039709	0.00544821	0.0325373	0.0277344	0.00148375	0.0594846	0.0309828	0.00193697	0.0859528	0.0551899	0.0205573	0.0336887	0.00501766	0.0992944	0.0961815	0.00899678	0.00545893	0.02467	0.0137419	0.00233663	0.0585456	0.00758502	0.09229	0.00655483	0.00142482	0.0502588	0.0526284	0.07484	0.122477	0.0144591	0.0322394	0.00432742	0.022653	0.081922	0.04523582	0.03968105	0.01833393	0.00719244	0.616325	0.00428367	0.00512455	0.360443	0.00663129	0.1569892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	38.4759	0.08802715	4.64667e-05	0.0100731	0.235381	3.7545	0.141876	0.484081	1.00399	2.37005	0.304786	0.301432	0.136918	0.256865	0.1753231	15.9694	2.42428	9.62306	8.65852	37.1994	11.7034	0.139873	4.82637	22.7886	6.84707	7.11626	7.30099	20.6078	16.8962	0.8954278
7600	-4138.63	-4150.74	12.11	16.87455	11.65345	0.1795767	1.169079	0.00491029	0.0609125	0.0341186	0.0092766	0.0123475	0.0470007	0.022155	0.0204815	0.0479632	0.00700739	0.0264557	0.0389006	0.0573342	0.0454009	0.0094444	0.00958422	0.0409875	0.0621425	0.0384896	0.0106466	0.0265295	0.0418747	0.0110031	0.101494	0.0003071	0.0064187	0.0240045	0.0186138	0.000396791	0.00160526	0.0145596	0.00446846	0.00414163	0.016938	0.0520595	0.0480092	0.00917356	0.0155343	0.0308523	0.00531598	0.0471915	0.0122973	0.03038511	0.04517764	0.2013058	0.00867979	0.484064	0.0100745	0.000997892	0.487991	0.00819301	0.2771883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38.38225	0.06587482	0.000242168	0.022886	0.328301	3.64857	0.169405	0.522276	1.0232	2.28511	0.313397	0.305433	0.130066	0.251104	0.4784941	15.962	1.63355	8.82361	8.69609	37.1533	11.6535	0.240379	4.58067	21.0905	6.61399	7.27059	7.57284	22.7148	16.0991	0.5792931
7700	-4121.04	-4146.16	25.1187	19.71975	11.71537	0.182998	0.6047746	0.00376401	0.0302478	0.0376687	0.0120659	0.023202	0.00759465	0.017566	0.00617568	0.0228559	0.0184495	0.0284546	0.0174408	0.000857735	0.0390019	0.00111635	0.0303303	0.00413287	0.0143204	0.0165332	0.00366203	0.0346365	0.0312728	0.00496799	0.0116069	0.0394203	0.00561288	0.0211449	0.0266333	0.000731445	0.0141285	0.0174391	0.000644562	0.0497929	0.0159148	0.0550921	0.0488613	0.0952218	0.00289973	0.0204158	0.0275381	0.0260324	0.0506066	0.02222757	0.03083537	0.06715142	0.00639142	0.534341	0.00429253	0.0119735	0.435606	0.00739523	0.07908771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	46.23591	0.1217424	0.000279633	0.0245787	0.337852	3.63729	0.0540943	0.314916	0.883735	2.74725	0.290675	0.315978	0.116368	0.276979	0.1462391	15.939	1.44605	9.69849	8.25915	37.1587	11.7154	0.224181	5.21736	21.0911	7.7489	7.73963	8.18976	22.613	16.8489	0.5408108
7800	-4129.79	-4148.35	18.5595	21.32503	11.29358	0.2079077	0.7440233	0.01625	0.0373775	0.0506799	0.0113999	0.0200818	0.0225192	0.0168731	0.00216629	0.0276363	0.00349264	0.0254902	0.0179554	0.00371157	0.0338797	0.0192334	0.0619053	0.00644881	0.0182737	0.027435	0.0122842	0.0493736	0.0309582	0.00740889	0.00766813	0.00529772	0.0240596	0.0130827	0.0157194	0.0125798	0.018934	0.0189927	0.0150877	0.0164192	0.00632797	0.00954423	0.0663584	0.00510572	0.0572489	0.019368	0.0191514	0.0317789	0.00658621	0.02158501	0.03344334	0.03725256	0.0148476	0.522956	0.00440011	0.0041895	0.446417	0.00718992	0.3641018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	37.27207	0.08178441	0.000690713	0.0384584	0.403979	3.55687	0.0836056	0.383582	0.94015	2.59266	0.288502	0.295031	0.131496	0.284971	0.4013544	15.3666	2.05187	9.69718	8.6755	37.1927	11.2936	0.238741	5.28939	21.4085	5.5788	9.424	7.98746	17.8853	16.8735	0.9071829
7900	-4126.13	-4137.75	11.6174	34.95523	11.73542	0.1674667	0.7674932	0.017631	0.0455751	0.0241957	0.0891972	0.00116296	0.010241	0.00678689	7.68048e-05	0.0228204	0.00662914	0.0133221	0.0213354	0.0188678	0.0246606	0.0214235	0.0385878	0.010638	0.0107234	0.0332472	0.00188895	0.0471268	0.00486278	0.06739	0.0170509	0.0093529	0.12677	0.0061212	0.0109835	0.00592759	0.00962406	0.0293155	0.0312651	0.034557	0.00166303	0.0281309	0.0529551	0.011031	0.0369718	0.0275065	0.0067139	0.0284774	0.0128709	0.02714473	0.05940037	0.07340242	0.00947753	0.527092	0.00594767	0.00961311	0.440605	0.00726488	0.2000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44.11465	0.05145997	0.000138813	0.0173608	0.293667	3.68883	0.0886253	0.39371	0.947524	2.57014	0.307267	0.299669	0.134991	0.258074	0.2734071	15.925	1.9304	9.69884	8.66933	36.0995	11.7354	0.249893	3.51806	20.7194	6.99408	8.45	8.03768	22.6475	16.8071	0.731527
8000	-4146.34	-4162.52	16.1758	31.48095	11.74594	0.1861407	0.7982284	0.0235643	0.0166986	0.0115472	0.0335179	0.000365909	0.00993832	0.02943	0.00219182	0.0162938	0.00606308	0.0127315	0.0247283	0.0200357	0.0372411	0.0398634	0.0320336	0.0222801	0.0038352	0.0137789	0.00317629	0.0888025	0.0458941	0.0105842	0.0257721	0.0119428	0.0193131	0.00383486	0.0384942	0.0212393	0.0194282	0.0101117	0.0131721	0.0266008	0.00467936	0.0237119	0.0880772	0.0108815	0.0197586	0.0220146	0.00824152	0.0413365	0.0190246	0.02069179	0.04552356	0.004834619	0.00440719	0.480832	0.00914524	0.00225512	0.490646	0.0127143	0.1130031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42.08006	0.118294	0.000317646	0.0261821	0.346531	3.62697	0.0951817	0.40642	0.956463	2.54194	0.288828	0.354425	0.114097	0.24265	0.1178377	15.9082	2.03265	9.52466	8.50658	37.1697	11.7459	0.249893	5.25861	22.2822	7.74342	6.77806	6.53986	17.9316	16.486	0.9589722
8100	-4145.2	-4157.03	11.8292	19.66248	11.79865	0.1593851	0.5932967	0.00648532	0.0161302	0.0886848	0.0545806	0.021042	0.0116856	0.0204319	0.00990984	0.0206686	0.0103645	0.029531	0.022586	0.0773449	0.0316234	0.074268	0.0308488	0.0155609	0.0667155	0.0315483	0.0160585	0.0135878	0.0543705	0.0853494	0.00824635	0.0228371	0.0428459	0.0204779	0.0138354	0.0851541	0.0107239	0.0248583	0.0299121	0.0729613	0.00239579	0.0200804	0.0367348	0.146145	0.033267	0.027181	0.00854752	0.023642	0.0106103	0.02467804	0.05381256	-0.01559501	0.0114106	0.530752	0.00292721	0.0147842	0.431606	0.00852008	0.1543129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	37.406	0.06057499	9.13386e-05	0.0140997	0.269917	3.71589	0.0517285	0.308526	0.87786	2.76189	0.292101	0.29171	0.132976	0.283214	0.1387179	15.9274	1.19066	5.09522	8.62459	37.1828	11.7987	0.15199	5.11589	21.5239	6.84692	9.19798	7.12839	22.6805	16.7957	1.112422
8200	-4138.64	-4152.51	13.8689	17.13695	11.77557	0.1721466	0.6996139	0.00220986	0.0326207	0.00840347	0.0286732	0.00552112	0.00175978	0.0149078	0.00400524	0.0242938	0.00981559	0.0218757	0.0195837	0.00746503	0.036117	0.0851071	0.0538001	0.00406873	0.00476524	0.0237103	0.000908538	0.0338304	0.0138879	0.0990014	0.0017244	0.0235101	0.00287298	0.0500572	0.0227647	0.0472917	0.0101182	0.0318736	0.0462921	0.0553619	0.0222607	0.0273237	0.0391937	0.0176167	0.036752	0.0234013	0.0303262	0.0206746	0.0260612	0.0241209	0.04850942	0.05848431	0.00743701	0.554354	0.00568697	0.000203746	0.419364	0.012954	0.2434956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38.4135	0.131552	0.000173729	0.0194076	0.307197	3.67322	0.0741058	0.363348	0.924725	2.63782	0.301758	0.321511	0.114898	0.261833	0.3019799	15.9661	1.66858	9.69906	8.67894	37.1784	11.7756	0.164467	5.29756	22.4204	7.47988	5.58226	8.08678	22.689	16.5597	0.8063304
8300	-4134.43	-4144.57	10.134	21.75013	11.39169	0.2048042	2.935464	0.000599785	0.0207862	0.0244846	0.0540055	0.0560202	0.0224657	0.0135501	0.022415	0.0373788	0.0112452	0.0406273	0.0480895	0.0306295	0.0433791	0.0117067	0.0101984	0.000373061	0.00381751	0.0138827	0.03943	0.013801	0.00817791	0.00733609	0.00247468	0.0177943	0.0317847	0.00731195	0.0013667	0.0205282	0.0242025	0.0904088	0.0231668	0.0128149	0.00566567	0.0411366	0.0152114	0.135651	0.0373445	0.0592935	0.00328477	0.0246554	0.0517511	0.02931882	0.04838398	0.1218313	0.0132776	0.569326	0.00304931	0.000806226	0.408739	0.00480113	0.07134571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	41.44518	0.107241	0.000624588	0.0365922	0.39608	3.5667	0.384207	0.727891	1.08218	1.80572	0.299452	0.302451	0.125543	0.272553	0.193177	14.9957	1.3422	5.06544	8.44475	36.9277	11.3917	0.0960099	5.00859	20.7302	7.54583	5.42423	6.16725	14.0316	16.8974	0.3693282
8400	-4123.25	-4149.38	26.1219	29.95024	11.76983	0.1809937	1.097164	0.0100973	0.026791	0.00529389	0.000482999	0.0226596	0.010195	0.0148129	0.0179953	0.0196368	0.0120519	0.0283607	0.015029	0.0168261	0.026345	0.00192244	0.00231302	0.00100875	0.00190894	0.0284563	0.0438671	0.00722355	0.0271411	0.0233641	0.000528337	0.0121322	0.0153843	0.010017	2.57801e-05	0.0013461	0.00923967	0.0181726	0.00325432	0.00405192	0.00123186	0.0155288	0.0234939	0.00632334	0.0124034	0.0147364	0.00426952	0.0105257	0.00601752	0.0142742	0.02052905	0.06586579	0.0073735	0.437672	0.0104938	0.00191767	0.528413	0.0141304	0.1341309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40.9613	0.04773743	0.000257204	0.0235803	0.33227	3.64389	0.155923	0.504128	1.0144	2.32555	0.311834	0.304413	0.140084	0.243669	0.1999967	15.7331	1.4089	4.99073	8.64377	37.1876	11.7698	0.226707	5.14497	22.0139	5.6142	5.68311	7.50073	15.4722	16.8179	0.6706656
8500	-4146.55	-4155.04	8.48326	33.40711	11.76429	0.1633273	2.385566	0.015908	0.0151741	0.00136956	0.00289392	0.0202096	0.0123247	0.0111411	0.00663318	0.0128031	0.0105199	0.0192112	0.0111193	0.0453941	0.0270046	0.0498265	0.021591	0.021075	0.00400208	0.0521409	0.00574512	0.0594762	0.023242	0.0268846	0.0102249	0.00485566	0.00303892	0.00420464	1.35039e-05	0.00427285	0.00471018	0.0271092	0.00234836	0.0046607	0.00358082	0.0148586	0.0195405	0.0895897	0.0828238	0.0303582	0.00143369	0.00973465	0.0266934	0.02075616	0.02769478	0.03731068	0.00853148	0.504653	0.00158905	0.000402985	0.466096	0.0187272	0.2259011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45.04052	0.04512142	0.00011261	0.0156465	0.28156	3.70268	0.335332	0.690612	1.0772	1.89685	0.298888	0.308787	0.150242	0.242083	0.2632117	15.7611	2.02272	5.5111	8.36698	36.9701	11.7643	0.136741	5.03681	22.6553	5.8884	9.45776	7.52246	19.111	16.8198	0.8582484
8600	-4125.19	-4144.46	19.2681	30.03983	11.77815	0.1559369	1.199344	0.0145069	0.00857126	0.0154062	0.0223655	0.000949058	0.0138808	0.00728862	0.00111048	0.0214582	0.0102062	0.0133845	0.0137482	0.0217054	0.023216	0.0738676	0.0193184	0.0481458	0.00562489	0.0126474	0.00591605	0.00753783	0.0127136	0.00424548	0.0376866	0.0104824	0.0149582	0.0231263	1.95546e-05	0.0205757	0.00273381	0.018774	0.0144727	0.00608148	5.38647e-05	0.0305233	0.0257999	0.0274204	0.0114863	0.0330809	0.00160437	0.00053801	0.00224732	0.01258983	0.0279475	0.06848576	0.00839564	0.523881	0.00101029	0.010257	0.44914	0.00731585	0.1582109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	48.66396	0.03095072	7.53959e-05	0.0128167	0.259652	3.72746	0.174934	0.52944	1.02652	2.26911	0.284576	0.312818	0.133266	0.269341	0.2266966	15.8931	1.28792	8.98093	8.11517	37.1635	11.7781	0.249037	4.47201	20.8523	6.67117	7.59561	7.53636	17.579	16.8967	0.6978969
8700	-4131.46	-4147.82	16.3554	48.17905	11.77815	0.190062	1.376841	0.0995071	0.0121953	0.00285992	0.0224528	0.00629399	0.0106379	0.0093075	0.000559779	0.0345545	0.00941316	0.0182784	0.0310499	0.0908322	0.0326497	0.0257047	0.0101835	0.028871	0.00470946	0.00924144	0.0136224	0.00653397	0.00523859	0.0119407	0.00334246	0.00447786	0.0216877	0.00210133	0.00213641	0.00751075	0.0418772	0.0150723	0.00741962	0.00225869	0.00406249	0.0229711	0.0282815	0.00699083	0.00438792	0.0257723	0.00325511	0.00525174	0.0165903	0.01637542	0.03762552	0.001378357	0.00852286	0.607463	0.0127618	0.00570329	0.35928	0.00626962	0.2306447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	51.56758	0.0448406	0.000370203	0.0282461	0.357227	3.61416	0.205655	0.566685	1.04229	2.18537	0.313399	0.297448	0.128731	0.260421	0.2320231	14.5758	2.42064	9.61867	7.9123	37.1455	11.7781	0.223914	4.91341	21.1893	6.04134	5.06723	8.19293	21.3427	16.0555	0.9940594
8800	-4126.27	-4150.54	24.2717	19.83958	11.78531	0.1689046	0.8107141	0.0211576	0.0171144	0.00526748	0.00679866	0.000736914	0.0226431	0.0107705	0.00669567	0.0240114	0.00983784	0.0154049	0.0182151	0.0247821	0.0328209	0.0203082	0.00505097	0.0105453	0.00967014	0.0093893	0.00309662	0.0136139	0.0152028	0.0127919	0.0526638	0.00822336	0.0867149	0.0216429	0.0056135	0.0278179	0.00827715	0.0221251	0.0162102	0.00708968	0.00122532	0.00813607	0.0573374	0.00701764	0.0117003	0.00987173	0.00686772	0.0150271	0.0187324	0.02221593	0.02287737	-0.03075919	0.0108357	0.549411	0.0116413	0.00926025	0.414045	0.00480628	0.2314394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	51.70282	0.06377742	0.000148917	0.0179775	0.297843	3.68403	0.0978365	0.411412	0.95988	2.53087	0.278257	0.315246	0.142064	0.264433	0.2006802	15.9666	1.21231	9.63495	8.0169	36.8451	11.7853	0.195489	5.29072	21.8601	6.48669	9.69939	7.60214	22.7495	16.7059	1.153275
8900	-4127.82	-4145.78	17.9608	18.92815	11.51637	0.1573449	0.3844378	0.054219	0.0297722	0.00365745	0.0685263	0.0085061	0.00950853	0.0366788	0.00486618	0.0461233	0.0206071	0.0348016	0.0222263	0.0166923	0.0495259	0.0709263	0.00447391	0.0045502	0.0138084	0.0578176	0.00882096	0.0113423	0.0472039	0.0669928	0.0122956	0.00586773	0.00634837	0.0178644	0.00905072	0.0281881	0.0089779	0.0418827	0.0198185	0.0333387	0.0023893	0.0349964	0.0839032	0.0111229	0.0459639	0.0224902	0.0497818	0.000141162	0.0185276	0.02122212	0.03624872	-0.01150641	0.00708345	0.503034	0.00889419	0.00420683	0.469186	0.00759468	0.2702398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	47.22887	0.07424129	8.16218e-05	0.0133326	0.263852	3.72273	0.0145348	0.170038	0.713876	3.10155	0.300384	0.306775	0.123257	0.269584	0.2587334	15.9619	1.39966	9.68868	8.42523	37.1562	11.5164	0.194351	5.27499	21.2646	5.60253	9.65928	7.58021	22.6394	16.8849	1.044472
9000	-4146.37	-4147.37	0.997705	17.596	11.71981	0.2037425	1.325538	0.162094	0.0593109	0.0511451	0.0152794	0.028418	0.0843176	0.0147681	0.00784491	0.0345544	0.00989402	0.0179731	0.0225922	0.0095905	0.0382219	0.0606861	0.00893334	0.169998	0.0113878	0.0361784	0.0123204	0.0115121	0.0174394	0.005528	0.00309137	0.0506342	0.0151474	0.00045638	0.0273109	0.0193213	0.0201566	0.0254519	0.0171466	0.0265511	0.00455504	0.0103118	0.0401191	0.0402533	0.0417612	0.0257	0.0245677	0.0137117	0.10798	0.03635772	0.03356211	0.06256953	0.0120279	0.567687	0.012255	0.0058063	0.400534	0.00168963	0.1385754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44.81845	0.06319874	0.000603027	0.0359621	0.393355	3.57008	0.197071	0.556683	1.03829	2.20795	0.290297	0.307948	0.121847	0.279908	0.2011449	15.949	0.967801	5.82038	8.6448	37.0401	11.7198	0.177029	5.26945	21.9232	7.18592	9.6858	7.56088	22.6119	16.8987	0.6889331
9100	-4130.05	-4144.84	14.7857	29.33697	11.72189	0.2168596	0.8333214	0.0702667	0.0233974	0.00517039	0.0505777	0.00323593	0.0992219	0.00708198	0.00239602	0.0249356	0.00300835	0.0193902	0.016275	0.0531897	0.0351753	0.00630467	0.076569	0.00887592	0.0311318	0.0112022	0.00551254	0.00246368	0.0101973	0.0488667	0.0119517	0.0252192	0.00467762	0.00063055	0.0301434	0.0252661	0.0340631	0.0432293	0.0462933	0.0137025	0.00297375	0.00998338	0.0297218	0.00426268	0.0048642	0.0236822	0.00678669	0.00337736	0.0347247	0.03022696	0.04709661	0.06670324	0.0109506	0.53916	0.0121104	0.00565142	0.42514	0.0069878	0.181549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	42.9592	0.05557912	0.000908519	0.0440326	0.426213	3.52885	0.102627	0.420211	0.965777	2.51139	0.283301	0.319968	0.132114	0.264617	0.2482522	15.9519	1.97435	9.55622	8.6448	37.1651	11.7219	0.249558	5.25562	22.313	6.43939	6.16879	7.46565	15.2304	16.8509	0.7313086
