"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"2271","Rodentia","Cricetidae","Mesocricetus","raddei","Mesocricetus raddei",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.99,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,151443.03,48.12,41.96,45.04,48.34,37.7,43.02,2,53.41,5,0.04,35.42,89.61,443.57,639.87
"2272","Rodentia","Echimyidae","Mesomys","hispidus","Mesomys hispidus",1,175,-999,184.77,-999,-999,-999,-999,3,-999,-999,1,-999,-999,-999,0.97,-999,-999,-999,-999,-999,-999,-999,1,-999,2,2,-999,-999,-999,"902;905;1297;2151;2655",-999,-999,-999,-999,4398504.11,5.48,-15.36,-4.94,-47.94,-77.68,-62.81,0,2.3,0,0.15,179.72,252.14,1414.16,1559.88
"2273","Rodentia","Echimyidae","Mesomys","leniceps","Mesomys leniceps",1,108,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2274","Rodentia","Echimyidae","Mesomys","occultus","Mesomys occultus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2275","Rodentia","Echimyidae","Mesomys","stimulax","Mesomys stimulax",1,108,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,775514.32,4.36,-6.96,-1.29,-46.31,-58.86,-52.59,0,5.82,0,0.13,176.65,248.9,1405.58,1645.91
"2276","Chiroptera","Phyllostomidae","Mesophylla","macconnelli","Mesophylla macconnelli",-999,6.86,31.62,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,0.99,-999,-999,-999,-999,-999,4.4,-999,-999,-999,2,1,-999,-999,-999,"196;889;890;1007;1297;1658;1699;1700;2151;2622;2655;2719",-999,-999,-999,-999,8790472.74,12.59,-19.21,-3.31,-46.06,-84.05,-65.06,0,14.9,0,0.14,169.03,243.05,1386.57,1572.94
"2277","Cetacea","Ziphiidae","Mesoplodon","bidens","Mesoplodon bidens",-999,3400000,-999,5030,-999,-999,-999,-999,-999,-999,365,1,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,365,-999,-999,"1217;1297;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2278","Cetacea","Ziphiidae","Mesoplodon","bowdoini","Mesoplodon bowdoini",-999,2599999.99,-999,4260.39,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,2199.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"165;2151;2655",-999,-999,106906.53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2279","Cetacea","Ziphiidae","Mesoplodon","carlhubbsi","Mesoplodon carlhubbsi",-999,3400000,-999,5396.8,-999,-999,-999,-999,-999,-999,365,1,-999,-999,-999,0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"165;1217;1297;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2280","Cetacea","Ziphiidae","Mesoplodon","densirostris","Mesoplodon densirostris",-999,2299999.99,-999,4589.82,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,324,-999,-999,-999,3,3788.23,-999,-999,-999,-999,-999,-999,-999,"164;172;543;1217;1297;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2281","Cetacea","Ziphiidae","Mesoplodon","europaeus","Mesoplodon europaeus",-999,5600000.02,-999,6710,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1217;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2282","Cetacea","Ziphiidae","Mesoplodon","ginkgodens","Mesoplodon ginkgodens",-999,1500000,-999,4880,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1217;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2283","Cetacea","Ziphiidae","Mesoplodon","grayi","Mesoplodon grayi",-999,2899999.98,-999,-999,-999,-999,-999,-999,2,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,"890;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2284","Cetacea","Ziphiidae","Mesoplodon","hectori","Mesoplodon hectori",-999,1e+06,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"2285","Chiroptera","Pteropodidae","Macroglossus","minimus","Macroglossus minimus",-999,16.3,40.23,68.09,-999,212.91,22.32,16.35,2,-999,125.14,1,-999,-999,-999,0.99,3,-999,3.81,26.28,-999,3,-999,1,-999,2,1,65,-999,-999,"196;205;360;406;679;1297;1309;1369;1386;1388;1439;1621;1658;1752;1950;2017;2143;2150;2151;2280;2501;2622;2655;2719;2763;2910;3023",-999,-999,-999,-999,3030953.37,18.65,-21.21,-1.28,162.39,95.18,128.79,0,106.01,0,0.12,194.34,248.02,1397.33,1726.13
"2286","Chiroptera","Pteropodidae","Macroglossus","sobrinus","Macroglossus sobrinus",-999,21.8,46.96,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,1,-999,-999,-999,-999,-999,5.25,-999,1,-999,2,1,-999,-999,-999,"196;212;360;679;1386;1388;1658;2017;2151;2655;3023",-999,-999,-999,-999,1987018.44,28.19,-8.96,9.61,116.73,88,102.36,2,179.06,8,0.09,180.67,236.56,1279.09,1582.09
"2287","Chiroptera","Phyllostomidae","Macrophyllum","macrophyllum","Macrophyllum macrophyllum",-999,8.02,35.63,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"108;196;889;1297;1658;2151;2622;2655",-999,-999,-999,-999,13319743.35,18.28,-28.82,-5.26,-34.79,-93.06,-63.92,0,25.99,0,0.11,152.53,237.4,1299.46,1529.88
