"","X","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"1176",1176,"Rodentia","Muridae","Dasymys","incomtus","Dasymys incomtus",-999,127.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.67,-999,-999,-999,-999,1718.4,-999,72.41,-999,-999,-999,-999,30,30,-999,"456;730;1297;2361;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1187",1187,"Rodentia","Nesomyidae","Delanymys","brooksi","Delanymys brooksi",-999,4.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.19,-999,24,-999,-999,872.48,-999,-999,-999,-999,-999,-999,-999,-999,-999,"543;730;1297;2655",-999,-999,-999,-999,50029.97,-0.37,-3.09,-1.73,30.05,27.88,28.96,9,147.91,10,0.11,113.18,192.49,1365.68,1494.73
"1189",1189,"Rodentia","Muridae","Dipodillus","rupicola","Dipodillus rupicola",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1190",1190,"Rodentia","Muridae","Dipodillus","simoni","Dipodillus simoni",-999,17.4,-999,-999,-999,152.08,-999,-999,-999,-999,25.54,-999,-999,-999,46.3,4.68,-999,-999,-999,-999,-999,-999,97.02,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,3.13,-999,-999,654044.16,33.71,28.44,31.07,29.91,9.87,19.89,0,15.22,1,0.11,6.1,201.7,112.12,1261.87
"1191",1191,"Rodentia","Muridae","Dipodillus","somalicus","Dipodillus somalicus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,11653.7,10.62,9.2,9.91,45.96,44.96,45.46,12,15.87,12,0.06,13.85,239.7,340.99,1765.56
"1192",1192,"Rodentia","Muridae","Dipodillus","stigmonyx","Dipodillus stigmonyx",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,439932.22,19.7,9.93,14.81,33.97,24.09,29.03,1,18.45,2,0.08,25.75,253.97,367.21,1559.22
"1193",1193,"Rodentia","Muridae","Dipodillus","zakariai","Dipodillus zakariai",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1194",1194,"Rodentia","Heteromyidae","Dipodomys","agilis","Dipodomys agilis",-999,60.21,-999,-999,-999,-999,64.05,61,-999,-999,-999,-999,0.002396454,0.003056376,-999,2.6,2,-999,-999,-999,687.9,-999,210,-999,-999,-999,-999,-999,-999,-999,"730;1297;1822;1849;2655",-999,-999,-999,-999,59736.35,36.33,32.94,34.64,-115.76,-120.65,-118.21,0,223.98,1,0.1,32.27,122.09,304.91,1175
"1195",1195,"Rodentia","Heteromyidae","Dipodomys","californicus","Dipodomys californicus",-999,84.95,-999,115.15,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,2.6,2,-999,-999,-999,-999,-999,-999,-999,6,-999,1,-999,-999,-999,"1297;1570;2655",-999,-999,-999,-999,86283.94,42.7,37.81,40.25,-120.36,-123.74,-122.05,0,59.45,1,0.04,58.3,96.48,377.7,907.72
"1196",1196,"Rodentia","Heteromyidae","Dipodomys","compactus","Dipodomys compactus",1,49.25,-999,167.81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.94,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"219;1297;2655",-999,-999,-999,-999,48975.08,29.41,26.26,27.83,-97.34,-99.22,-98.28,1,26.72,1,0.14,49.53,217.94,717.02,1257.69
"1197",1197,"Rodentia","Heteromyidae","Dipodomys","deserti","Dipodomys deserti",1,107.63,-999,138.11,14,-999,93.99,104.9,5,-999,30.5,2,-999,-999,-999,3.36,2.5,-999,4.08,-999,160.5,-999,50.88,-999,6,1,1,24.17,-999,-999,"303;517;730;808;982;1215;1297;1514;1749;1822;2655",-999,-999,-999,-999,308413.93,41.19,28.55,34.87,-111.04,-120.33,-115.68,0,20.22,0,0.15,16.06,156.08,243.61,1100.85
"1198",1198,"Rodentia","Heteromyidae","Dipodomys","elator","Dipodomys elator",1,105.82,-999,119.5,-999,-999,-999,-999,4,-999,-999,-999,0.00073307,0.000841884,-999,2.91,-999,-999,-999,-999,1284.37,-999,-999,-999,-999,-999,2,-999,-999,-999,"559;730;1297;2455;2655",-999,-999,-999,-999,12077.2,34.36,33.42,33.89,-98.12,-99.76,-98.94,1,8.6,1,0.00312872019316957,54.5,175.91,754.72,1104.75
"1199",1199,"Rodentia","Heteromyidae","Dipodomys","gravipes","Dipodomys gravipes",1,83.96,-999,129.04,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"297;2655",-999,-999,-999,-999,2231.05,30.97,29.98,30.47,-115.6,-116.25,-115.92,6,6,6,0.2,18.5,140.04,-999,-999
"1200",1200,"Rodentia","Heteromyidae","Dipodomys","heermanni","Dipodomys heermanni",1,63.08,-999,111.25,13.5,-999,73.17,63.3,4,-999,30.99,2,-999,-999,-999,3.11,2,28.8,3.7,-999,1160.33,-999,53.13,1,-999,1,2,25.9,36.2,-999,"723;730;959;1297;1514;1569;1822;1849;2655;2801",-999,-999,-999,-999,70348.64,38.86,34.44,36.65,-118.66,-122.42,-120.54,2,102.16,2,0.09,40.92,127.75,352.13,1144.71
"1201",1201,"Rodentia","Heteromyidae","Dipodomys","ingens","Dipodomys ingens",1,113.61,-999,147.83,-999,-999,-999,-999,3,-999,-999,2,0.000314541,0.000292998,-999,4.77,-999,-999,-999,-999,3868.35,-999,-999,-999,6,1,2,-999,-999,-999,"449;730;1191;1297;1514;1573;2655;3031",-999,-999,-999,-999,6724.92,36.92,34.83,35.87,-119.14,-120.91,-120.03,2,18.08,2,0.08,36.13,132.81,335.34,1202.9
"1202",1202,"Rodentia","Heteromyidae","Dipodomys","merriami","Dipodomys merriami",1,37.91,-999,98.54,13.75,97,43.64,37,1,-999,30.77,-999,0.001745298,0.00210202,54,2.39,1.75,24,3.29,-999,373.61,-999,67.11,-999,6,-999,1,20.42,17,-999,"309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978",-999,-999,-999,-999,1420055.67,40.38,21.25,30.82,-98.3,-118.97,-108.63,0,21.44,0,0.12,24.88,172,420.56,1157.1
"1203",1203,"Rodentia","Heteromyidae","Dipodomys","microps","Dipodomys microps",1,56.26,-999,112.47,-999,-999,60.15,55.7,3,-999,30.99,2,0.03,0.03,-999,2.37,1,-999,4,-999,1160.36,-999,147.92,-999,5,1,2,21,21,-999,"728;730;1215;1296;1297;1514;1576;1577;1822;2655",-999,-999,-999,-999,392813.73,43.92,33.69,38.81,-111.36,-121.05,-116.2,0,9.8,0,0.12,20.55,88.12,268.17,955.19
"1204",1204,"Rodentia","Heteromyidae","Dipodomys","nelsoni","Dipodomys nelsoni",1,87.93,-999,127.5,-999,-999,-999,-999,1,-999,-999,2,-999,-999,-999,1.94,-999,-999,-999,-999,373.61,-999,-999,-999,-999,1,1,-999,-999,-999,"301;1297;2473;2655",-999,-999,-999,-999,193502.54,29.29,23.57,26.43,-99.9,-105.67,-102.78,0,12.47,0,0.1,23.26,177.85,453.64,1056.38
"1205",1205,"Rodentia","Heteromyidae","Dipodomys","nitratoides","Dipodomys nitratoides",1,41.59,-999,97.45,12,84,46.11,37.8,2,-999,32.89,2,-999,-999,-999,2.14,-999,-999,2.96,-999,-999,-999,95.24,1,-999,1,1,22.37,20,-999,"308;709;884;982;1297;1822;2655",-999,-999,-999,-999,11321.45,36.9,34.89,35.89,-118.65,-120.91,-119.78,2,42.75,2,0.05,37.6,143.04,335.83,1193.66
"1206",1206,"Rodentia","Heteromyidae","Dipodomys","ordii","Dipodomys ordii",1,50.4,-999,113.92,-999,-999,63.97,48.8,5,-999,29.69,-999,0.004440926,0.004758869,142.95,2.95,2,117.6,4.99,-999,297,-999,86.77,-999,-999,-999,2,-999,-999,-999,"299;377;543;756;808;1055;1215;1297;1354;1514;1559;1573;1577;1749;1811;1822;2257;2473;2655;2888",-999,-999,-999,-999,3426002.61,50.58,19.31,34.94,-96.78,-121.63,-109.2,0,14.29,0,0.07,31.17,111.41,455.71,954.44
"1207",1207,"Rodentia","Heteromyidae","Dipodomys","panamintinus","Dipodomys panamintinus",1,73.67,-999,120.46,17.5,-999,68.28,56.9,-999,-999,29.44,2,0.003884943,0.00390315,-999,3.78,-999,-999,4.5,-999,-999,-999,-999,1,-999,1,-999,27.89,-999,-999,"884;982;1215;1297;1448;1514;1577;1822;2655",-999,-999,-999,-999,61106.76,39.93,34.07,37,-114.81,-120.49,-117.65,0,66.46,0,0.11,32.89,98.29,265.89,1144.15
"1208",1208,"Rodentia","Heteromyidae","Dipodomys","phillipsii","Dipodomys phillipsii",1,41,-999,95.86,-999,-999,-999,-999,3,-999,-999,2,-999,-999,-999,2.59,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"1297;1638;2655",-999,-999,-999,-999,177725.95,25.06,17.79,21.42,-96.76,-105.04,-100.9,3,147.33,5,0.07,64.72,156.19,771.27,1296.09
"1209",1209,"Rodentia","Heteromyidae","Dipodomys","simulans","Dipodomys simulans",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,134662.93,34.81,24.34,29.58,-111.45,-119.24,-115.35,1,126.43,1,0.11,16.29,156.3,295.95,1136.36
"1210",1210,"Rodentia","Heteromyidae","Dipodomys","spectabilis","Dipodomys spectabilis",1,124.61,-999,141.14,14,-999,-999,-999,4,-999,23.5,2,0.000506179,0.000717,42,2.67,2,36,7.74,40,397.71,-999,310.33,-999,-999,1,2,23.47,-999,-999,"302;730;1297;1360;1514;1573;2412;2655;2888;2978",-999,-999,-999,-999,525470.85,36.96,21.84,29.4,-101.29,-113.21,-107.25,0,13.35,0,0.13,26.65,153.27,409.67,1152.07
"1211",1211,"Rodentia","Heteromyidae","Dipodomys","stephensi","Dipodomys stephensi",-999,68.49,-999,116.5,14,-999,-999,-999,1,-999,-999,-999,0.000790491,0.000943018,-999,2.68,2,-999,4.4,40,3379.99,-999,-999,1,-999,-999,1,19.86,26.5,-999,"386;1297;1514;1573;1720;2336;2655",-999,-999,-999,-999,8439.21,34.09,33.01,33.55,-116.68,-117.71,-117.2,14,346.75,14,0.08,25.61,114.1,347.22,1096.9
"1212",1212,"Rodentia","Heteromyidae","Dipodomys","venustus","Dipodomys venustus",-999,81.52,-999,126.49,-999,-999,-999,-999,2,-999,-999,2,-999,-999,-999,1.73,1.5,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"300;311;1297;2655",-999,-999,-999,-999,16390.36,37.86,35.1,36.48,-120.47,-122.51,-121.49,2,236.91,2,0.02,37.96,123.43,348,1137.52
"1213",1213,"Rodentia","Dipodidae","Dipus","sagitta","Dipus sagitta",-999,89,-999,-999,-999,-999,-999,-999,7,-999,27.5,-999,-999,-999,-999,3.49,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,"1297;2151;2655",-999,-999,-999,-999,5074051.06,52.88,32.1,42.49,123.68,44.16,83.92,0,13.86,0,0.04,17.71,57.86,217.88,649.63
"1229",1229,"Rodentia","Caviidae","Dolichotis","patagonum","Dolichotis patagonum",3,8000,-999,663.84,-999,243.33,-999,-999,2,-999,97.97,2,0.69,0.83,99.61,1.75,3.5,168,578.96,-999,-999,69,216.03,2,8,1,1,76.28,-999,-999,"511;539;543;890;1044;1297;1573;2151;2655;2788",-999,-999,-999,-999,824849.06,-27.06,-46.29,-36.67,-61.81,-71.46,-66.63,0,6.05,0,0.09,26.12,123.6,350.51,810.75
"1230",1230,"Rodentia","Caviidae","Dolichotis","salinicola","Dolichotis salinicola",3,1607.6,-999,-999,-999,-999,725.85,1613,4,-999,77.5,1,-999,-999,-999,1.94,-999,-999,199,-999,-999,-999,-999,-999,4,1,1,-999,-999,-999,"1297;1627;1822;2151;2480;2655",-999,-999,-999,-999,709321.91,-17.22,-34.17,-25.7,-57.4,-67.59,-62.5,0,9.4,0,0.08,60.17,199.86,769.38,1127.5
"1239",1239,"Rodentia","Sciuridae","Dremomys","everetti","Dremomys everetti",-999,129.78,-999,203.5,-999,-999,-999,-999,5,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,2,2,-999,-999,-999,"2152;2655",-999,-999,-999,-999,34475.51,6.47,2.96,4.71,117.21,114.28,115.75,1,19.57,2,0.24,278.96,224.72,1764.89,1811.38
"1240",1240,"Rodentia","Sciuridae","Dremomys","gularis","Dremomys gularis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,79065.48,24.03,20.27,22.15,106.09,102.91,104.5,42,173.07,49,0.1,128.11,170.6,1081.04,1218.72
"1241",1241,"Rodentia","Sciuridae","Dremomys","lokriah","Dremomys lokriah",-999,226.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,3.68,-999,85.2,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"32;543;1297;2655",-999,-999,-999,-999,365201.53,29.35,20.73,25.04,99.12,84.29,91.71,1,93.75,1,0.09,179.15,128.85,1047.51,1242.9
"1242",1242,"Rodentia","Sciuridae","Dremomys","pernyi","Dremomys pernyi",-999,198.63,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"32;2655",-999,-999,-999,-999,948328.77,30.57,21.9,26.24,122,94.87,108.43,1,216.9,4,0.06,129.16,123.18,963.09,1064.97
"1243",1243,"Rodentia","Sciuridae","Dremomys","pyrrhomerus","Dremomys pyrrhomerus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,733238.5,31.19,18.16,24.68,118.47,103.65,111.06,49,219.98,81,0.07,119.34,156.34,1031.03,1089.42
"1244",1244,"Rodentia","Sciuridae","Dremomys","rufigenis","Dremomys rufigenis",-999,200.32,-999,202.68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1971;2655;2844",-999,-999,-999,-999,1070548.68,26.49,2.52,14.51,108.58,94.92,101.75,2,86.6,6,0.09,159.35,224.53,1164.97,1491.52
"1246",1246,"Rodentia","Gliridae","Dryomys","laniger","Dryomys laniger",1,25.91,-999,105,16,-999,-999,-999,4,-999,30.2,3,-999,-999,-999,4.18,1,-999,-999,-999,-999,-999,-999,-999,-999,2,2,31.32,-999,-999,"899;1297;2151",-999,-999,-999,-999,612.63,37.53,36.63,37.08,34.52,29.98,32.25,49,66,49,0.14,58.32,91.33,382.87,1017.29
"1247",1247,"Rodentia","Gliridae","Dryomys","niethammeri","Dryomys niethammeri",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1248",1248,"Rodentia","Gliridae","Dryomys","nitedula","Dryomys nitedula",1,29.5,-999,105,16,-999,-999,-999,4,-999,24.5,3,-999,-999,-999,3.24,1,48,1.57,-999,-999,-999,-999,-999,-999,2,2,31.32,-999,-999,"543;1297;2151;2655",-999,-999,-999,-999,4841456.73,57.41,27.22,42.31,93.45,9.67,51.56,1,71.82,4,0.06,38.84,81.3,382.11,820.82
"1254",1254,"Rodentia","Echimyidae","Echimys","chrysurus","Echimys chrysurus",1,609.99,-999,296.11,-999,-999,-999,-999,2,-999,-999,1,-999,-999,-999,1.94,-999,-999,-999,-999,6.2,-999,-999,1,-999,2,1,-999,-999,-999,"730;905;1297;2151;2431;2655",-999,-999,-999,-999,1259228.06,6.89,-6.42,0.23,-45.29,-61.81,-53.55,0,6.45,0,0.11,162.77,252.94,1436.1,1674.17
"1255",1255,"Rodentia","Echimyidae","Echimys","saturnus","Echimys saturnus",-999,626.89,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,159720.92,0.63,-3.25,-1.3,-73.52,-78.4,-75.96,1,9.95,1,0.15,238,252.72,1384.88,1391.85
"1256",1256,"Rodentia","Echimyidae","Echimys","semivillosus","Echimys semivillosus",1,282.36,-999,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,35.43,-999,-999,-999,-999,2,1,-999,-999,-999,"730;2151;2655",-999,-999,-999,-999,276412.12,11.54,5.88,8.71,-64.34,-74.95,-69.65,1,78.33,1,0.11,98.27,254.6,1273.73,1741.56
"1257",1257,"Rodentia","Erethizontidae","Echinoprocta","rufescens","Echinoprocta rufescens",-999,831.79,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,32259.39,1.66,-3.52,-0.92,-75.8,-78.51,-77.15,2,23.17,2,0.13,207.19,206.06,1374.84,1395.21
"1260",1260,"Rodentia","Muridae","Echiothrix","centrosa","Echiothrix centrosa",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1261",1261,"Rodentia","Muridae","Echiothrix","leucura","Echiothrix leucura",-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,"679",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1273",1273,"Rodentia","Heptaxodontidae","Elasmodontomys","obliquus","Elasmodontomys obliquus",-999,13700,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1278",1278,"Rodentia","Sciuridae","Eoglaucomys","fimbriatus","Eoglaucomys fimbriatus",1,510,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,3.74,2,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,75.47,-999,-999,"1297;2655;3122",-999,-999,-999,-999,120532.97,35.2,30.8,33,78.62,69.18,73.9,2,170.85,7,0.14,66.26,107.91,748.29,1148.7
"1279",1279,"Rodentia","Cricetidae","Eolagurus","luteus","Eolagurus luteus",-999,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.5,3.5,-999,-999,-999,-999,-999,24.91,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,-999,-999,-999,358386.88,48.72,43.83,46.27,97.47,83.01,90.24,1,7.93,1,0.08,13.55,12.04,187.6,579.88
"1280",1280,"Rodentia","Cricetidae","Eolagurus","przewalskii","Eolagurus przewalskii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1326880.59,51.75,35.81,43.78,115.56,90.07,102.81,0,5.61,0,0.04,17.19,4.76,185.74,596.19
"1284",1284,"Rodentia","Spalacidae","Eospalax","fontanierii","Eospalax fontanierii",-999,256.76,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2756;3130",-999,-999,-999,-999,952910.54,41.36,27.81,34.58,120.49,98.49,109.49,0,147.9,2,0.05,54.39,41.47,557.49,806.04
"1285",1285,"Rodentia","Spalacidae","Eospalax","rothschildi","Eospalax rothschildi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,119023.34,34.49,30.77,32.63,112.22,107.38,109.8,61,221.1,80,0.05,65.09,114.49,809.25,908.21
"1286",1286,"Rodentia","Spalacidae","Eospalax","smithii","Eospalax smithii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,132161.7,36.42,32.82,34.62,107.33,103,105.16,8,132.9,14,0.06,44.26,66.94,583.37,814.39
"1287",1287,"Rodentia","Cricetidae","Eothenomys","cachinus","Eothenomys cachinus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1288",1288,"Rodentia","Cricetidae","Eothenomys","chinensis","Eothenomys chinensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,245944.74,30.59,25.64,28.11,105.74,98.58,102.16,3,109.76,4,0.06,135.27,74.73,826.94,1002.95
"1289",1289,"Rodentia","Cricetidae","Eothenomys","custos","Eothenomys custos",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,31182.61,28.9,26.23,27.57,100.74,99.29,100.01,4,34.91,7,0.07,149.66,35.78,842.74,1093.38
"1290",1290,"Rodentia","Cricetidae","Eothenomys","melanogaster","Eothenomys melanogaster",-999,19.59,-999,92.88,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;3121",-999,-999,-999,-999,1184509.86,34.37,21.37,27.87,122.13,97.25,109.69,1,259.84,6,0.06,120.76,128.24,971.53,1103.06
"1291",1291,"Rodentia","Cricetidae","Eothenomys","miletus","Eothenomys miletus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1292",1292,"Rodentia","Cricetidae","Eothenomys","olitor","Eothenomys olitor",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,121816.16,28.06,23.59,25.83,104.03,98.76,101.39,12,113.8,16,0.07,114.53,98.19,931.78,1160.64
"1293",1293,"Rodentia","Cricetidae","Eothenomys","proditor","Eothenomys proditor",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,79297.07,28.85,25.88,27.37,102.42,99.1,100.76,4,57.39,7.5,0.06,135.29,62.21,844.78,1098.75
"1294",1294,"Rodentia","Cricetidae","Eothenomys","wardi","Eothenomys wardi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"1295",1295,"Rodentia","Dipodidae","Eozapus","setchuanus","Eozapus setchuanus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,595093.11,38.04,26.99,32.52,108.82,98.44,103.63,0,65.43,2,0.06,86,27.88,622.08,842.63
