"","X","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"28",28,"Rodentia","Muridae","Brachiones","przewalskii","Brachiones przewalskii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,940177.9,42.86,35.46,39.16,102.85,77.15,90,0,5.36,0,0.05,17.27,68.34,79.67,681.81
"31",31,"Rodentia","Spalacidae","Cannomys","badius","Cannomys badius",-999,472.07,-999,-999,-999,-999,172,344,-999,-999,41.49,-999,-999,-999,-999,2,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,50.1,-999,-999,"543;1297;1822;2655",-999,-999,-999,-999,818286,27.85,11.82,19.83,105.88,84.65,95.26,4,86.5,9,0.07,159.67,213.64,1063.45,1473.54
"32",32,"Rodentia","Cricetidae","Cansumys","canus","Cansumys canus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,267130.76,35.6,31.09,33.34,115.62,102.25,108.94,4,218.11,8,0.06,58.53,103.16,742.53,877.6
"60",60,"Rodentia","Echimyidae","Callistomys","pictus","Callistomys pictus",-999,518.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,37773.91,-11.33,-13.77,-12.55,-37.36,-39.75,-38.55,17,211.59,20,0.08,123.66,239.11,1250.37,1682.91
"83",83,"Rodentia","Sciuridae","Callosciurus","adamsi","Callosciurus adamsi",3,208.72,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,-999,-999,-999,1.94,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"1297;2152;2655",-999,-999,-999,-999,30384.46,5.47,2.22,3.84,117.88,113.3,115.59,1,9.09,1,0.16,287.63,235.52,1719.17,1747.03
"84",84,"Rodentia","Sciuridae","Callosciurus","albescens","Callosciurus albescens",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,432350.65,5.65,-5.94,-0.14,106.08,95.18,100.63,20,92.24,28,0.14,229.28,252.45,1697.6,1774.17
"85",85,"Rodentia","Sciuridae","Callosciurus","baluensis","Callosciurus baluensis",3,323.91,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"2152",-999,-999,-999,-999,20853.19,6.26,3.48,4.87,117.07,114.56,115.82,3,18.16,3,0.26,271.96,226.05,1790.43,1858.35
"86",86,"Rodentia","Sciuridae","Callosciurus","caniceps","Callosciurus caniceps",-999,264.91,-999,211.08,-999,-999,-999,-999,-999,-999,-999,1,0.01,0.01,-999,2.19,-999,114,-999,-999,18.6,-999,-999,-999,-999,2,-999,-999,-999,-999,"32;730;1297;1971;2530;2655;2844",-999,-999,-999,-999,420861.69,20.24,2.65,11.44,103.04,97.69,100.36,3,112.44,8,0.08,183.7,249.01,1283.38,1697.82
"87",87,"Rodentia","Sciuridae","Callosciurus","erythraeus","Callosciurus erythraeus",-999,283.23,-999,211.93,-999,-999,-999,-999,3,-999,-999,1,0.008950755,0.008781353,-999,1.94,2,193.2,-999,-999,622.69,-999,-999,-999,-999,2,1,-999,-999,-999,"32;543;1297;1573;1971;2584;2655;2799;2844",-999,-999,-999,-999,2354368.13,31.76,6.6,19.18,122.13,88.61,105.37,1,206.18,5,0.08,142.62,188.9,1101.79,1352.84
"88",88,"Rodentia","Sciuridae","Callosciurus","finlaysonii","Callosciurus finlaysonii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"32",-999,-999,-999,-999,723854.08,20.23,8.55,14.39,108.18,97.26,102.72,2,114.64,7,0.1,161.37,250.25,1131.43,1592.3
"89",89,"Rodentia","Sciuridae","Callosciurus","inornatus","Callosciurus inornatus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,235249.21,23.1,17.77,20.43,106.37,100.41,103.39,5,113.42,9,0.11,129.13,198.19,1067.23,1283.09
"90",90,"Rodentia","Sciuridae","Callosciurus","melanogaster","Callosciurus melanogaster",3,296,-999,213,-999,-999,-999,-999,4,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"679;3013",-999,-999,-999,-999,5140.87,-0.91,-2.85,-1.88,100.22,98.58,99.4,43,56.87,43,0.08,340,259,-999,-999
"91",91,"Rodentia","Sciuridae","Callosciurus","nigrovittatus","Callosciurus nigrovittatus",3,208.3,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,0.01,0.01,-999,2.36,-999,-999,-999,-999,5.75,-999,-999,-999,5,2,2,-999,-999,-999,"730;1297;1971;2152;2530;2655;2844",-999,-999,-999,-999,1450546.42,7.64,-8.78,-0.56,119.26,95.18,107.22,1,153.65,4,0.14,238.9,248.29,1667.44,1736.8
"92",92,"Rodentia","Sciuridae","Callosciurus","notatus","Callosciurus notatus",3,209.49,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,0.02,0.01,-999,2.62,-999,115.2,-999,-999,98.32,-999,413.84,-999,5,2,2,-999,-999,-999,"32;543;730;1297;1971;2152;2530;2655;2844",-999,-999,-999,-999,1474469.76,9.25,-8.78,0.23,119.26,95.18,107.22,1,153.2,4,0.14,237.33,248.57,1665.17,1740.34
"93",93,"Rodentia","Sciuridae","Callosciurus","orestes","Callosciurus orestes",3,323.91,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"2152",-999,-999,-999,-999,35107.14,6.13,1.91,4.02,117.52,114.19,115.85,1,10.34,1,0.23,281.49,223.26,1743.05,1779.12
"94",94,"Rodentia","Sciuridae","Callosciurus","phayrei","Callosciurus phayrei",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,99941.58,25.01,16.95,20.98,99.69,96.89,98.29,5,45.75,10,0.06,126.01,178.2,1059.71,1455.36
"95",95,"Rodentia","Sciuridae","Callosciurus","prevostii","Callosciurus prevostii",3,400,-999,247,-999,-999,-999,-999,6,-999,46.08,1,-999,-999,-999,1.29,-999,68,16.34,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"32;1297;1849;2152;2655;2844",-999,-999,-999,-999,1315342.19,7.06,-5.94,0.55,119.26,95.18,107.22,1,71.14,4,0.15,243.8,248.44,1686.88,1743.09
"96",96,"Rodentia","Sciuridae","Callosciurus","pygerythrus","Callosciurus pygerythrus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"32",-999,-999,-999,-999,503627.21,27.67,16.5,22.08,104.04,90.28,97.16,1,153.56,6,0.07,170.22,214.69,1049.62,1357.19
"97",97,"Rodentia","Sciuridae","Callosciurus","quinquestriatus","Callosciurus quinquestriatus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,21108.92,25.83,23.59,24.71,98.98,97.46,98.22,20,63.02,20,0.06,136.44,79.19,1054.64,1313.57
"98",98,"Rodentia","Cricetidae","Calomys","boliviae","Calomys boliviae",-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,108148.2,-17.09,-22.5,-19.8,-63.82,-66.27,-65.04,3,11.29,3,0.09,59.05,134.45,760.61,1425.07
"99",99,"Rodentia","Cricetidae","Calomys","callidus","Calomys callidus",-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.57,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"100",100,"Rodentia","Cricetidae","Calomys","callosus","Calomys callosus",-999,44.95,-999,-999,-999,42,55.82,48,-999,-999,21.8,2,-999,-999,21,4.91,3,-999,2.4,-999,354.3,-999,43.18,-999,-999,1,-999,18.33,12.05,-999,"730;786;890;1297;1822;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"101",101,"Rodentia","Cricetidae","Calomys","expulsus","Calomys expulsus",-999,39.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1195.79,-999,-999,-999,-999,-999,-999,-999,-999,-999,"730",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"102",102,"Rodentia","Cricetidae","Calomys","hummelincki","Calomys hummelincki",1,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,333859.81,12.19,5.54,8.87,-61.01,-72.19,-66.6,0,23.88,0,0.14,105.43,258.3,1295.97,1746.07
"103",103,"Rodentia","Cricetidae","Calomys","laucha","Calomys laucha",-999,14,-999,-999,-999,-999,-999,-999,3,-999,25,2,-999,-999,-999,5.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"890;896;1297;2034;2655",-999,-999,-999,-999,1239274,-15.11,-39.11,-27.11,-53.67,-65.97,-59.82,0,22.38,0,0.07,82.65,198.33,953.17,1186.92
"104",104,"Rodentia","Cricetidae","Calomys","lepidus","Calomys lepidus",-999,20.59,-999,-999,-999,-999,28.8,16,-999,-999,-999,1,-999,-999,20.75,4.29,-999,-999,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;1297;1822;2655",-999,4.69,-999,-999,593465.1,-9.22,-23.53,-16.37,-64.61,-76.61,-70.61,0,15.44,0,0.06,74.28,67.19,667.13,1296.93
"105",105,"Rodentia","Cricetidae","Calomys","musculinus","Calomys musculinus",-999,20.2,-999,-999,-999,-999,27.59,16.9,3,-999,20.97,1,-999,-999,-999,6.27,-999,-999,-999,-999,253.33,-999,76.03,-999,-999,1,2,-999,-999,-999,"730;890;896;1297;1822;2033;2034;2655",-999,-999,-999,-999,869814.79,-22.73,-40.5,-31.61,-57.54,-68.49,-63.02,0,28.74,1,0.08,51.57,145.66,620,975.64
"106",106,"Rodentia","Cricetidae","Calomys","sorellus","Calomys sorellus",-999,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,205439.89,-6.35,-16.74,-11.55,-70.55,-79.24,-74.89,3,23.07,4,0.06,62.31,70.89,726.99,1342.9
"107",107,"Rodentia","Cricetidae","Calomys","tener","Calomys tener",-999,13.8,-999,69.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1843;2655",-999,-999,-999,-999,915351.64,-12.41,-24.88,-18.65,-40.09,-49.17,-44.63,1,90.74,3,0.06,121.18,207.69,1117.14,1407.18
"108",108,"Rodentia","Cricetidae","Calomys","tocantinsi","Calomys tocantinsi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"109",109,"Rodentia","Cricetidae","Calomys","venustus","Calomys venustus",-999,49.33,-999,-999,-999,-999,70.78,49.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1822",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"110",110,"Rodentia","Calomyscidae","Calomyscus","bailwardi","Calomyscus bailwardi",-999,21.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,1,-999,-999,-999,354.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,"730;1297;2655",-999,-999,-999,-999,102086.07,34.05,29.11,31.58,53.58,48.88,51.23,30,42.95,31,0.12,24.52,130.14,292.44,1293.3
"111",111,"Rodentia","Calomyscidae","Calomyscus","baluchi","Calomyscus baluchi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,29169.13,35.11,29.1,32.11,69.67,67.12,68.4,27,96.98,28,0.31,31.18,63.53,319.05,1137.82
"112",112,"Rodentia","Calomyscidae","Calomyscus","elburzensis","Calomyscus elburzensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,204039.71,38.27,34.18,36.22,63.24,52.21,57.72,5,30.84,6,0.15,28.57,118.02,308,1031.21
"113",113,"Rodentia","Calomyscidae","Calomyscus","grandis","Calomyscus grandis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"114",114,"Rodentia","Calomyscidae","Calomyscus","hotsoni","Calomyscus hotsoni",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,231.5,26.85,26.69,26.77,65,64.83,64.92,12,13.5,12,0.12,16.5,207.5,165.5,1467.5
"115",115,"Rodentia","Calomyscidae","Calomyscus","mystax","Calomyscus mystax",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.99,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"116",116,"Rodentia","Calomyscidae","Calomyscus","tsolovi","Calomyscus tsolovi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,6.78,32.63,32.6,32.62,36.11,36.08,36.09,156,156,156,0.18,18,171,274,1348
"117",117,"Rodentia","Calomyscidae","Calomyscus","urartensis","Calomyscus urartensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,5580.24,39.54,38.53,39.04,45.78,45.04,45.41,23,55.42,23,0.05,31.81,91.45,436.71,862.15
"120",120,"Rodentia","Hystricidae","Atherurus","africanus","Atherurus africanus",1,2875.65,-999,430.99,0,-999,-999,-999,5,-999,108.18,2,0.12,0.1,-999,1.5,2.75,274.8,146.27,180,-999,-999,-999,1,-999,2,2,45.37,-999,-999,"543;903;904;1297;1573;2151;2359;2655",-999,-999,-999,-999,5140711.56,12.42,-12.53,-0.05,36.65,-16.62,10.01,0,44.07,1,0.12,139.92,240.77,1261.44,1545.9
"121",121,"Rodentia","Hystricidae","Atherurus","macrourus","Atherurus macrourus",1,2000,-999,-999,-999,-999,-999,-999,5,-999,-999,2,-999,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"1297;2151;2655",-999,-999,-999,-999,2597040.51,31.4,-5.94,12.72,111.03,92.34,101.69,1,111.44,5,0.1,168.29,215.83,1225.15,1515.46
"123",123,"Rodentia","Sciuridae","Atlantoxerus","getulus","Atlantoxerus getulus",-999,250.57,-999,189.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"543;2495;2655",-999,-999,-999,-999,179364.26,34.96,28.29,31.63,-3.27,-10.01,-6.64,4,77.86,5,0.06,25.6,156.01,384.71,1270.58
"124",124,"Rodentia","Cricetidae","Auliscomys","boliviensis","Auliscomys boliviensis",3,70.91,-999,-999,-999,-999,110.59,76.8,-999,-999,-999,1,-999,-999,-999,3.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"424;890;1297;1822;2655",-999,-999,-999,-999,207032.77,-14.83,-19.94,-17.39,-64.89,-72.09,-68.49,0,23.75,1,0.06,54.21,71.72,622.69,1213.64
"125",125,"Rodentia","Cricetidae","Auliscomys","pictus","Auliscomys pictus",-999,48.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,232.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,"730;2655",-999,-999,-999,-999,309321.99,-10.22,-17.82,-14.02,-66.9,-76.72,-71.81,1,20.05,4,0.05,96.91,80.66,848.79,1322.48
"126",126,"Rodentia","Cricetidae","Auliscomys","sublimis","Auliscomys sublimis",-999,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;2655",-999,-999,-999,-999,497531.43,-13.4,-24.79,-19.09,-64.22,-73.34,-68.78,0,13.3,0,0.06,62.02,38.57,591.15,1268.04
"143",143,"Rodentia","Muridae","Bandicota","bengalensis","Bandicota bengalensis",-999,226.99,-999,-999,-999,91.25,-999,-999,-999,-999,18.89,-999,-999,-999,61.9,7.29,5.9,-999,4.85,47,-999,-999,63.52,-999,-999,-999,-999,30.03,22.9,-999,"456;1297;2655",-999,-999,-999,-999,3698085.54,34.2,5.91,20.06,97.54,66.5,82.02,0,320.61,24,0.09,107.29,236.14,810.44,1418.33
"144",144,"Rodentia","Muridae","Bandicota","indica","Bandicota indica",-999,583.09,-999,-999,-999,272.5,-999,-999,-999,-999,20.26,-999,-999,-999,71.25,6.12,-999,-999,9.77,-999,-999,-999,145.81,-999,-999,-999,-999,27.3,41,-999,"456;1297;2655",-999,2.51,-999,-999,6308602.34,34.13,5.91,20.02,122,62.27,92.13,1,264.57,11,0.09,111.99,228.78,864.32,1417.41
"215",215,"Rodentia","Gliridae","Chaetocauda","sichuanensis","Chaetocauda sichuanensis",1,31.51,-999,91.8,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151",-999,-999,-999,-999,37.63,32.36,32.29,32.33,104.27,104.2,104.23,36,36,36,0.02,69,132,732,830
"216",216,"Rodentia","Heteromyidae","Chaetodipus","arenarius","Chaetodipus arenarius",-999,23,-999,68.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;1724;2655",-999,-999,-999,-999,84613.78,32.57,23.08,27.83,-109.88,-116.33,-113.1,1,7.21,1,0.12,13.35,181.15,201.56,1191.51
"217",217,"Rodentia","Heteromyidae","Chaetodipus","artus","Chaetodipus artus",-999,-999,-999,88.81,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,"315",22.03,-999,-999,-999,89639.36,28.1,22.34,25.22,-105.29,-109.84,-107.57,2,30.76,4,0.08,39.44,195.18,775.7,1422.34
"218",218,"Rodentia","Heteromyidae","Chaetodipus","baileyi","Chaetodipus baileyi",-999,28.44,-999,93.93,-999,-999,38,29.1,2,-999,-999,-999,-999,-999,-999,3.68,-999,-999,-999,-999,3548.51,-999,-999,-999,-999,-999,2,-999,-999,-999,"730;808;1297;1514;1822;2233;2411;2415;2655",-999,-999,-999,-999,225471.23,34.36,25.56,29.96,-108.48,-114.93,-111.71,0,22.35,1,0.15,22.76,197.61,388.99,1191.29
"219",219,"Rodentia","Heteromyidae","Chaetodipus","californicus","Chaetodipus californicus",-999,23.01,-999,-999,15,-999,21.45,22,-999,-999,25.16,-999,-999,-999,-999,4,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,-999,23,10,-999,"884;982;1297;1514;1822;1849;2655;2873",-999,-999,-999,-999,116215.94,38.95,30.61,34.78,-115.09,-122.51,-118.8,1,191.93,2,0.1,34.72,117.04,328.43,1146.7
"220",220,"Rodentia","Heteromyidae","Chaetodipus","dalquesti","Chaetodipus dalquesti",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,6751.03,24.08,22.86,23.47,-109.72,-110.92,-110.32,10,12.21,10,0.1,19.17,200.62,-999,-999
"221",221,"Rodentia","Heteromyidae","Chaetodipus","eremicus","Chaetodipus eremicus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,541954.63,33.45,21.74,27.59,-99.41,-108.86,-104.13,0,13.13,0,0.12,26.29,174.4,445.42,1139.6
"222",222,"Rodentia","Heteromyidae","Chaetodipus","fallax","Chaetodipus fallax",-999,19.19,-999,83.35,-999,-999,30.2,19.9,3,-999,25,1,0.002300009,0.002940029,-999,3.45,1,99.6,-999,-999,502.5,-999,168.83,1,-999,1,1,-999,-999,-999,"543;808;1297;1726;1822;1849;2655",-999,-999,-999,-999,82998.2,34.73,27.56,31.14,-113.85,-117.82,-115.84,1,102.6,1,0.14,16.49,144.93,284.57,1150.02
"223",223,"Rodentia","Heteromyidae","Chaetodipus","formosus","Chaetodipus formosus",-999,20.02,-999,193.91,-999,-999,-999,-999,-999,-999,28,-999,-999,-999,-999,5.28,1,60,1,-999,-999,-999,377.57,-999,-999,-999,-999,21,8,-999,"543;1215;1297;1514;2655",-999,-999,-999,-999,397044.69,41.69,26.75,34.22,-111.08,-120.6,-115.84,0,20.16,0,0.13,17.81,117.14,258.62,1043.37
"224",224,"Rodentia","Heteromyidae","Chaetodipus","goldmani","Chaetodipus goldmani",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,59093.22,30.84,25.25,28.04,-108.08,-110.63,-109.35,1,24.08,1,0.17,25.66,205.2,588.25,1331.91
"225",225,"Rodentia","Heteromyidae","Chaetodipus","hispidus","Chaetodipus hispidus",-999,37.24,-999,104.51,-999,-999,48.41,37.4,1,-999,-999,2,-999,-999,-999,5.34,2,-999,-999,-999,-999,-999,-999,1,-999,1,1,30.18,-999,-999,"1297;1514;1822;1849;2234;2655",-999,-999,-999,-999,2344025.56,46.76,19.63,33.2,-93.12,-111.55,-102.34,0,23.87,0,0.07,44.13,149.22,617.57,1061.62
"226",226,"Rodentia","Heteromyidae","Chaetodipus","intermedius","Chaetodipus intermedius",-999,14.94,-999,-999,-999,-999,15.62,14.6,-999,-999,-999,-999,-999,-999,-999,5.53,-999,-999,-999,-999,425.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,"730;1297;1514;1822;2411;2655",-999,-999,-999,-999,511920.17,37.45,26.99,32.22,-102.99,-114.94,-108.97,0,13.51,0,0.16,24.36,160.66,364,1166
"227",227,"Rodentia","Heteromyidae","Chaetodipus","lineatus","Chaetodipus lineatus",1,23,-999,73.58,-999,-999,-999,-999,1,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"322;2655",-999,-999,-999,-999,18026.29,23.7,21.81,22.75,-100.42,-101.8,-101.11,9,36.07,9,0.07,30.66,144.54,575.69,1168.48
"228",228,"Rodentia","Heteromyidae","Chaetodipus","nelsoni","Chaetodipus nelsoni",1,15.53,-999,79.83,-999,-999,-999,-999,3,-999,30.63,2,0.002835545,0.003045448,-999,3.46,-999,-999,-999,-999,473.46,-999,-999,-999,-999,1,2,-999,-999,-999,"327;1297;1514;2473;2655",-999,-999,-999,-999,566702.48,32.46,21.08,26.77,-99.17,-106.12,-102.64,0,20.53,0,0.08,31.52,173.55,516.01,1155.75
