"","X","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"Sigmodon_alstoni","4418","Rodentia","Cricetidae","Sigmodon","alstoni","Sigmodon alstoni","   2","  55.70","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   3","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","   5.18","   5.00","-999.0","-999.00","-999.00","  157.54","-999.0","  62.39","-999.00","-999","   1","   1","-999.00","-999.00","-999.00","730;1297;2151;2159;2655","-999.00","-999.00","-999","-999.00","  727598.31"," 1.118000e+01","  -1.43","   4.87"," -49.87"," -72.69"," -61.28","   0","  18.53","   0.0"," 1.500000e-01"," 141.76"," 252.89","1364.92","1708.22"
"Sigmodon_arizonae","4419","Rodentia","Cricetidae","Sigmodon","arizonae","Sigmodon arizonae","-999"," 198.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","  348392.27"," 3.452000e+01","  22.18","  28.35","-104.40","-114.50","-109.45","   0","  23.26","   1.0"," 1.200000e-01","  32.38"," 177.81"," 560.26","1292.44"
"Sigmodon_hispidus","4422","Rodentia","Cricetidae","Sigmodon","hispidus","Sigmodon hispidus","   2"," 110.65","-999"," 167.50","   1.06","  65.00"," 159.64"," 110.05","   5","-999.00","  27.00","-999"," 2.399307e-03"," 2.811183e-03","-999.00","   5.44","   2.00","  62.4","   6.60","-999.00"," 1750.00","-999.0","  50.19","   1.00","  10","-999","   2","  15.29","  18.20","-999.00","365;532;533;543;730;782;783;848;1116;1166;1206;1297;1392;1577;1593;1595;1756;1822;1849;2166;2197;2373;2473;2632;2655;2769","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
"Sigmodontomys_alfari","4431","Rodentia","Cricetidae","Sigmodontomys","alfari","Sigmodontomys alfari","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","  315113.78"," 1.492000e+01","  -2.35","   6.28"," -71.33"," -85.86"," -78.59","   2","  51.09","   4.0"," 1.300000e-01"," 200.32"," 239.82","1422.19","1672.73"
"Solomys_salebrosus","4462","Rodentia","Muridae","Solomys","salebrosus","Solomys salebrosus","-999"," 397.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","   11862.56","-5.400000e+00","  -7.41","  -6.41"," 157.55"," 154.66"," 156.11","  13","  17.00","  13.0"," 1.400000e-01"," 182.39"," 261.39","-999.00","-999.00"
"Steatomys_parvus","4594","Rodentia","Nesomyidae","Steatomys","parvus","Steatomys parvus","-999","   4.99","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00"," 1086781.25"," 5.550000e+00"," -28.27"," -11.36","  37.24","  13.30","  25.27","   0","  15.94","   0.0"," 1.200000e-01","  64.02"," 217.92"," 784.25","1489.22"
"Stenocephalemys_albipes","4602","Rodentia","Muridae","Stenocephalemys","albipes","Stenocephalemys albipes","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   4.41","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","  10","-999","-999","-999.00","-999.00","-999.00","233","-999.00","-999.00","-999","-999.00","  393242.25"," 1.543000e+01","   3.54","   9.49","  42.25","  34.20","  38.22","   2","  87.57","   4.0"," 1.500000e-01","  88.33"," 180.63"," 986.57","1433.86"
"Stochomys_longicaudatus","4607","Rodentia","Muridae","Stochomys","longicaudatus","Stochomys longicaudatus","   1","  70.95","-999","-999.00","-999.00","-999.00","  97.50","  84.20","-999","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   2.38","-999.00","-999.0","-999.00","-999.00","   83.26","-999.0","-999.00","-999.00","-999","   2","-999","-999.00","-999.00","-999.00","730;904;1297;1822;2399;2655","-999.00","-999.00","-999","-999.00"," 2229944.82"," 6.640000e+00","  -5.93","   0.35","  30.26","   8.15","  19.21","   0","  18.52","   1.0"," 1.200000e-01"," 151.47"," 242.84","1402.80","1561.43"
"Acomys_ignitus","4695","Rodentia","Muridae","Acomys","ignitus","Acomys ignitus","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","  156581.97","-5.400000e-01","  -5.80","  -3.17","  40.81","  36.26","  38.54","   2","  76.82","   4.0"," 1.600000e-01","  64.98"," 239.82"," 941.97","1662.28"
"Acomys_russatus","4703","Rodentia","Muridae","Acomys","russatus","Acomys russatus","   3","  42.35","-999"," 111.08","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999"," 4.881860e-04"," 4.481380e-04","-999.00","   2.50","-999.00","-999.0","-999.00","-999.00"," 3487.07","-999.0","-999.00","-999.00","   5","-999","-999","-999.00","-999.00","-999.00","1297;1542;1765;2593;2655;2978","-999.00","-999.00","-999","-999.00","  800320.84"," 3.309000e+01","  12.59","  22.84","  48.41","  30.59","  39.50","   0"," 104.38","   1.0"," 1.800000e-01","   9.20"," 214.39"," 140.58","1406.50"
"Sundamys_muelleri","4712","Rodentia","Muridae","Sundamys","muelleri","Sundamys muelleri","-999"," 356.48","-999"," 239.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","  24.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;543;2152;2655","-999.00","-999.00","-999","-999.00","  854971.22"," 1.233000e+01","  -5.94","   3.19"," 120.34","  96.36"," 108.35","   1","  75.57","   4.0"," 1.600000e-01"," 245.45"," 247.71","1682.71","1754.30"
"Synaptomys_cooperi","4776","Rodentia","Cricetidae","Synaptomys","cooperi","Synaptomys cooperi","-999","  28.01","-999"," 105.50","  11.25","-999.00","-999.00","-999.00","   4","-999.00","  23.30","-999"," 8.471620e-04"," 1.200000e-03","-999.00","   3.09","   2.75","  30.0","   3.15","-999.00"," 1144.96","-999.0","-999.00","-999.00","-999","-999","   1","  20.41","  20.00","-999.00","543;668;693;730;1297;1573;1797;2655;2717","-999.00","-999.00","-999","-999.00"," 3222697.98"," 5.130000e+01","  34.67","  42.99"," -59.79","-101.54"," -80.67","   0","  51.41","   0.0"," 2.000000e-02","  71.01","  70.36"," 628.74"," 692.56"
"Tachyoryctes_splendens","4791","Rodentia","Spalacidae","Tachyoryctes","splendens","Tachyoryctes splendens","-999"," 227.13","-999"," 197.65","  24.50","-999.00"," 154.22"," 196.50","-999","-999.00","  39.01","-999"," 7.804430e-05"," 7.321940e-05"," 173.00","   1.41","   2.00","-999.0","  15.00","  57.50"," 3385.42","-999.0"," 137.21","   1.00","-999","-999","-999","  35.07","-999.00","-999.00","230;245;730;1297;1478;1479;1573;1822;1849;1944;2655","-999.00","-999.00","-999","-999.00","  396020.93"," 1.399000e+01","   5.02","   9.50","  44.40","  35.71","  40.05","   3","  84.71","   6.0"," 1.300000e-01","  78.44"," 177.58"," 917.23","1457.81"
"Abeomelomys_sevia","4869","Rodentia","Muridae","Abeomelomys","sevia","Abeomelomys sevia","-999","  54.88","-999"," 127.29","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   1.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","   4","   2","-999","-999.00","-999.00","-999.00","456;865;977;1297;2152;2655;2803","-999.00","-999.00","-999","-999.00","   53261.73","-4.980000e+00","  -6.84","  -5.91"," 147.72"," 141.60"," 144.66","   3","  17.96","   4.0"," 1.300000e-01"," 348.51"," 164.32","1645.22","1679.49"
"Abrothrix_andinus","4879","Rodentia","Cricetidae","Abrothrix","andinus","Abrothrix andinus","   3","  24.91","-999","-999.00","-999.00","-999.00","  64.80","  34.60","-999","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","890;1822;2655","-999.00","-999.00","-999","-999.00","  722551.83","-1.218000e+01"," -34.65"," -23.42"," -65.15"," -74.53"," -69.84","   0","  15.79","   0.0"," 5.000000e-02","  51.98","  14.30"," 482.37","1242.10"
"Abrothrix_jelskii","4882","Rodentia","Cricetidae","Abrothrix","jelskii","Abrothrix jelskii","   2","  34.50","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   3","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","   2","-999.00","-999.00","-999.00","890;2655","-999.00","-999.00","-999","-999.00","  506394.71","-1.223000e+01"," -23.92"," -18.08"," -64.22"," -73.60"," -68.91","   0","  14.37","   1.0"," 6.000000e-02","  76.81","  68.22"," 704.46","1304.63"
"Abrothrix_longipilis","4884","Rodentia","Cricetidae","Abrothrix","longipilis","Abrothrix longipilis","   2","  38.86","-999","-999.00","-999.00"," 112.30","  57.61","  42.30","   7","-999.00","-999.00","   3","-9.990000e+02","-9.990000e+02","  17.00","   3.70","-999.00","-999.0","   3.29","-999.00"," 2777.20","-999.0","  51.73","-999.00","-999","   2","   2","-999.00","-999.00","-999.00","730;890;1114;1130;1297;1420;1449;1473;1492;1822;2006;2008;2242;2655","-999.00","   5.19","-999","-999.00","  423823.71","-3.029000e+01"," -54.17"," -42.23"," -68.63"," -73.75"," -71.19","   0","  32.79","   0.0"," 1.000000e-01","  64.15","  64.48"," 454.60"," 677.15"
"Akodon_boliviensis","4900","Rodentia","Cricetidae","Akodon","boliviensis","Akodon boliviensis","   2","  27.50","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   3","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","   4.86","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","   2","-999.00","-999.00","-999.00","890;1297;2655","-999.00","-999.00","-999","-999.00","  530195.66","-1.206000e+01"," -29.36"," -20.71"," -63.19"," -75.04"," -69.11","   0","  16.56","   1.0"," 8.000000e-02","  80.06","  97.74"," 783.36","1337.88"
"Akodon_kofordi","4908","Rodentia","Cricetidae","Akodon","kofordi","Akodon kofordi","-999","  29.49","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","   21268.55","-1.287000e+01"," -14.52"," -13.70"," -69.08"," -71.62"," -70.35","   1","   6.87","   1.0"," 5.000000e-02"," 333.69","  89.47","1387.81","1429.91"
"Akodon_lutescens","4912","Rodentia","Cricetidae","Akodon","lutescens","Akodon lutescens","-999","  20.69","-999","  97.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","791;2655","-999.00","-999.00","-999","-999.00","  318909.65","-1.339000e+01"," -26.99"," -20.19"," -63.13"," -70.85"," -66.99","   1","  17.85","   1.0"," 1.000000e-01","  88.47"," 113.52"," 853.90","1367.50"
"Akodon_mimus","4913","Rodentia","Cricetidae","Akodon","mimus","Akodon mimus","-999","  23.99","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","   76741.65","-1.345000e+01"," -18.25"," -15.85"," -63.95"," -70.34"," -67.14","   1","  21.45","   1.0"," 1.400000e-01"," 131.58"," 141.34","1160.37","1420.70"
"Akodon_torques","4933","Rodentia","Cricetidae","Akodon","torques","Akodon torques","-999","  38.99","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","   41379.72","-1.237000e+01"," -14.51"," -13.44"," -69.12"," -73.69"," -71.40","   4","  13.84","   4.0"," 7.000000e-02"," 199.78"," 123.62","1093.18","1408.44"
"Allactaga_sibirica","4949","Rodentia","Dipodidae","Allactaga","sibirica","Allactaga sibirica","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.44","   1.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297","-999.00","-999.00","-999","-999.00"," 5412535.66"," 5.431000e+01","  36.93","  45.62"," 127.23","  50.21","  88.72","   0","  17.05","   0.0"," 3.000000e-02","  19.98","  21.36"," 266.90"," 589.78"
"Andalgalomys_pearsoni","4999","Rodentia","Cricetidae","Andalgalomys","pearsoni","Andalgalomys pearsoni","-999","  25.40","-999"," 101.64","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","890;1877;2655","-999.00","-999.00","-999","-999.00","   62301.94","-1.807000e+01"," -22.15"," -20.11"," -58.17"," -62.34"," -60.25","   0","   0.48","   0.0"," 7.000000e-02","  76.13"," 254.18"," 972.26","1227.26"
"Andinomys_edax","5001","Rodentia","Cricetidae","Andinomys","edax","Andinomys edax","-999","  69.75","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","   2.91","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","890;1297;2655","-999.00","-999.00","-999","-999.00","  332581.78","-1.398000e+01"," -31.20"," -22.59"," -63.80"," -71.97"," -67.88","   0","  17.12","   1.0"," 9.000000e-02","  60.47","  79.82"," 674.09","1278.88"
"Anisomys_imitator","5002","Rodentia","Muridae","Anisomys","imitator","Anisomys imitator","-999"," 510.50","-999"," 263.83","-999.00","-999.00","-999.00","-999.00","   3","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","   6","   2","   1","-999.00","-999.00"," 248.99","456;661;977;2152;2655;2803","-999.00","-999.00","-999"," 330.58","  243507.61","-3.130000e+00"," -10.22","  -6.67"," 149.65"," 135.25"," 142.45","   1","   9.95","   2.0"," 1.200000e-01"," 265.82"," 207.43","1689.93","1713.59"
"Apodemus_agrarius","5045","Rodentia","Muridae","Apodemus","agrarius","Apodemus agrarius","-999","  21.11","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","  19.89","-999","-9.990000e+02","-9.990000e+02","  19.50","   5.64","   3.50","  48.0","   1.80","-999.00"," 1098.35","-999.0","  76.04","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;543;730;1297;1577;2655","-999.00","-999.00","-999","-999.00","11086859.77"," 6.175000e+01","  21.90","  41.83"," 139.02","   8.68","  73.85","   0"," 124.98","   1.0"," 2.000000e-02","  51.66","  48.51"," 510.09"," 598.47"
"Apodemus_mystacinus","5055","Rodentia","Muridae","Apodemus","mystacinus","Apodemus mystacinus","-999","  43.84","-999","-999.00","-999.00","-999.00","  70.64","  42.30","-999","-999.00","  23.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.88","   2.00","-999.0","   3.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297;1822;2655","-999.00","-999.00","-999","-999.00","  801977.78"," 4.324000e+01","  31.94","  37.59","  44.36","  23.52","  33.94","   0","  97.01","  26.0"," 7.000000e-02","  50.44"," 104.26"," 427.01","1012.79"
"Apodemus_semotus","5060","Rodentia","Muridae","Apodemus","semotus","Apodemus semotus","-999","  25.77","-999","  91.25","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.56","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;1770;3121","-999.00","-999.00","-999","-999.00","   36065.98"," 2.529000e+01","  21.90","  23.60"," 122.00"," 120.04"," 121.02","  70"," 676.60","  73.0"," 3.000000e-02"," 160.50"," 165.80","-999.00","-999.00"
"Apodemus_speciosus","5061","Rodentia","Muridae","Apodemus","speciosus","Apodemus speciosus","-999","  43.75","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   4.47","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;1297","-999.00","-999.00","-999","-999.00","  361275.18"," 4.552000e+01","  30.98","  38.25"," 145.82"," 129.55"," 137.69","  56"," 312.45","  73.0"," 9.916039e-03"," 132.24","  90.59"," 743.50"," 799.35"
"Apodemus_sylvaticus","5062","Rodentia","Muridae","Apodemus","sylvaticus","Apodemus sylvaticus","   2","  21.90","-999","  87.51","-999.00","  85.00","  56.98","  22.00","   4","-999.00","  23.68","   2"," 7.114139e-03"," 7.141216e-03","  41.28","   5.16","   3.75","  52.8","   1.50","-999.00","  780.00","-999.0","  57.93","-999.00","-999","   2","   2","  19.36","-999.00","-999.00","37;38;239;274;370;421;456;476;543;730;908;944;1153;1297;1573;1577;1822;1849;1998;2372;2655;2662;2678;2805;2975","-999.00","-999.00","-999","-999.00"," 5043250.55"," 6.204000e+01","  33.01","  47.53","  39.79"," -10.47","  14.65","   0"," 133.77","  14.0"," 1.000000e-02","  57.22","  90.82"," 476.85"," 650.57"
"Apomys_datae","5066","Rodentia","Muridae","Apomys","datae","Apomys datae","   1","  34.88","-999"," 109.50","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   2","-999","-999.00","-999.00","-999.00","2152","-999.00","-999.00","-999","-999.00","   11324.99"," 1.782000e+01","  16.17","  17.00"," 121.33"," 120.52"," 120.92","  29","  99.65","  29.0"," 8.577059e-03"," 259.41"," 210.39","1416.52","1618.73"
"Archboldomys_luzonensis","5078","Rodentia","Muridae","Archboldomys","luzonensis","Archboldomys luzonensis","   3","  35.34","-999","  70.00","-999.00","-999.00","-999.00","-999.00","   1","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00","  575.19","-999.0","-999.00","-999.00","-999","-999","   3","-999.00","-999.00","-999.00","170;1015;2152;2446;2655","-999.00","-999.00","-999","-999.00","     328.30"," 1.374000e+01","  13.55","  13.65"," 123.47"," 123.28"," 123.38"," 323"," 323.00"," 323.0"," 9.000000e-02"," 331.00"," 252.00","-999.00","-999.00"
"Arvicanthis_neumanni","5122","Rodentia","Muridae","Arvicanthis","neumanni","Arvicanthis neumanni","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00"," 1565119.59"," 1.373000e+01","  -8.56","   2.58","  48.73","  33.86","  41.29","   1","  23.68","   2.0"," 1.100000e-01","  46.96"," 237.53"," 680.18","1585.55"
"Arvicanthis_niloticus","5123","Rodentia","Muridae","Arvicanthis","niloticus","Arvicanthis niloticus","   3","  95.80","-999","-999.00","-999.00","  60.00","-999.00","-999.00","-999","-999.00","  21.99","-999","-9.990000e+02","-9.990000e+02","  26.50","   4.86","   3.50","-999.0","   4.25","-999.00"," 7309.52","-999.0","  51.89","-999.00","-999","-999","-999","  21.00","  22.36","-999.00","381;730;774;1297;2112;2655;2815","-999.00","-999.00","-999","-999.00"," 9758465.39"," 3.073000e+01"," -14.10","   8.31","  45.99"," -17.53","  14.23","   0","  40.98","   1.0"," 1.100000e-01","  77.47"," 249.02"," 786.76","1572.11"
"Tarsomys_apoensis","5134","Rodentia","Muridae","Tarsomys","apoensis","Tarsomys apoensis","-999","-999.00","-999"," 156.99","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2152"," 114.11","-999.00","-999","-999.00","     347.14"," 8.280000e+00","   6.89","   7.59"," 125.33"," 123.57"," 124.45"," 228"," 245.74"," 228.0"," 1.500000e-01"," 159.22"," 224.74","1567.94","1581.29"
"Taterillus_emini","5142","Rodentia","Muridae","Taterillus","emini","Taterillus emini","-999","  52.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.76","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297;2655","-999.00","-999.00","-999","-999.00"," 1861661.04"," 1.348000e+01","  -2.74","   5.37","  41.40","  23.58","  32.49","   1","  24.45","   1.0"," 9.000000e-02","  69.81"," 247.97"," 871.66","1581.54"
"Thaptomys_nigrita","5164","Rodentia","Cricetidae","Thaptomys","nigrita","Thaptomys nigrita","   3","  19.90","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","890;2655","-999.00","-999.00","-999","-999.00","  722887.31","-1.148000e+01"," -29.58"," -20.53"," -39.55"," -56.45"," -48.00","   5","  97.67","  11.0"," 6.000000e-02"," 128.72"," 197.75","1177.34","1296.29"
"Thomasomys_aureus","5167","Rodentia","Cricetidae","Thomasomys","aureus","Thomasomys aureus","-999","  87.99","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   1","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   2","   1","-999.00","-999.00","-999.00","2151;2655","-999.00","-999.00","-999","-999.00","  414682.33"," 8.640000e+00"," -17.24","  -4.29"," -64.42"," -79.49"," -71.95","   0","  46.70","   1.0"," 1.000000e-01"," 122.64"," 146.16","1154.24","1449.40"
"Thomasomys_cinereiventer","5171","Rodentia","Cricetidae","Thomasomys","cinereiventer","Thomasomys cinereiventer","-999","  77.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
"Thomasomys_notatus","5188","Rodentia","Cricetidae","Thomasomys","notatus","Thomasomys notatus","-999","  77.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","   25007.61","-1.175000e+01"," -14.09"," -12.92"," -70.83"," -74.07"," -72.45","   6","  17.78","   6.0"," 7.000000e-02"," 135.05"," 133.41"," 960.70","1373.01"
