"","X","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"Tokudaia_osimensis","5240","Rodentia","Muridae","Tokudaia","osimensis","Tokudaia osimensis","-999","  84.65","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456","-999.00","-999.00","-999","-999.00","     710.54"," 2.851000e+01","  28.10","  28.31"," 129.72"," 129.14"," 129.43"," 365"," 365.00"," 365.0"," 4.000000e-02","-999.00","-999.00","-999.00","-999.00"
"Tylomys_nudicaudus","5302","Rodentia","Cricetidae","Tylomys","nudicaudus","Tylomys nudicaudus","   3"," 181.65","-999","-999.00","  11.00","-999.00","-999.00","-999.00","-999","-999.00","  39.51","   1","-9.990000e+02","-9.990000e+02","  39.00","   2.47","   5.53","  64.8","  19.90","  84.30"," -999.00","-999.0"," 102.04","-999.00","-999","-999","-999","  26.29","  40.00","-999.00","543;1297;2655;2830","-999.00","-999.00","-999","-999.00","  480905.77"," 2.070000e+01","  10.95","  15.82"," -84.37"," -99.80"," -92.09","   3","  73.88","   8.0"," 1.200000e-01"," 139.27"," 221.72","1230.33","1624.97"
"Tylomys_watsoni","5305","Rodentia","Cricetidae","Tylomys","watsoni","Tylomys watsoni","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   2.91","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297","-999.00","-999.00","-999","-999.00","  104864.26"," 1.088000e+01","   7.19","   9.04"," -77.25"," -85.87"," -81.56","   3","  40.50","   5.0"," 1.000000e-01"," 220.68"," 250.39","1364.15","1781.03"
"Typhlomys_cinereus","5309","Rodentia","Platacanthomyidae","Typhlomys","cinereus","Typhlomys cinereus","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","  643812.54"," 3.422000e+01","  21.15","  27.69"," 119.89"," 100.69"," 110.29","   9"," 166.82","  50.5"," 7.000000e-02"," 104.31"," 147.30"," 995.38","1086.72"
"Uranomys_ruddi","5311","Rodentia","Muridae","Uranomys","ruddi","Uranomys ruddi","-999","  35.48","-999","  92.95","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   4.07","-999.00","-999.0","-999.00","-999.00","  189.55","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;730;1254;1297;2655","-999.00","-999.00","-999","-999.00"," 2843093.77"," 1.388000e+01"," -22.08","  -4.09","  36.78"," -16.82","   9.98","   1","  65.19","   4.0"," 1.200000e-01"," 116.61"," 253.60","1050.33","1570.24"
"Uromys_caudimaculatus","5319","Rodentia","Muridae","Uromys","caudimaculatus","Uromys caudimaculatus","   3"," 644.42","-999"," 283.01","-999.00","-999.00"," 570.83"," 812.00","   6","-999.00","  38.85","   2","-9.990000e+02","-9.990000e+02","-999.00","   1.46","-999.00","-999.0","  20.00","-999.00"," -999.00","-999.0"," 184.63","-999.00","   4","   2","   2","  40.00","-999.00"," 234.98","456;661;977;1297;1822;2152;2655;2803","-999.00","-999.00","-999"," 285.24","  563894.10","-7.690122e-03"," -18.49","  -9.25"," 151.29"," 130.20"," 140.75","   0","   6.55","   0.0"," 1.300000e-01"," 231.39"," 234.95","1544.47","1698.58"
"Vandeleuria_oleracea","5346","Rodentia","Muridae","Vandeleuria","oleracea","Vandeleuria oleracea","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.24","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297","-999.00","-999.00","-999","-999.00"," 4483397.06"," 2.960000e+01","   5.91","  17.76"," 109.06","  72.50","  90.78","   1"," 267.47","  11.0"," 9.000000e-02"," 127.71"," 232.99"," 930.85","1444.28"
"Voalavo_gymnocaudus","5367","Rodentia","Nesomyidae","Voalavo","gymnocaudus","Voalavo gymnocaudus","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
"Wiedomys_pyrrhorhinos","5385","Rodentia","Cricetidae","Wiedomys","pyrrhorhinos","Wiedomys pyrrhorhinos","-999","  46.70","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   2","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   3.80","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   2","   2","-999.00","-999.00","-999.00","890;1297;2655","-999.00","-999.00","-999","-999.00","  552523.41","-3.900000e+00"," -11.75","  -7.82"," -34.79"," -45.94"," -40.37","   1","  60.33","   2.0"," 7.000000e-02","  87.50"," 247.87"," 908.09","1463.56"
"Xenomys_nelsoni","5388","Rodentia","Cricetidae","Xenomys","nelsoni","Xenomys nelsoni","-999"," 129.99","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   1.60","-999.00","-999.0","   4.99","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   2","-999","-999.00","-999.00","-999.00","568;2655","-999.00","-999.00","-999","-999.00","   28727.89"," 2.287000e+01","  18.76","  20.82","-103.64","-105.96","-104.80","   7","  37.09","   9.0"," 7.000000e-02","  79.07"," 222.62"," 831.97","1619.83"
"Xeromys_myoides","5390","Rodentia","Muridae","Xeromys","myoides","Xeromys myoides","-999","  45.20","-999"," 113.03","-999.00","-999.00","-999.00","-999.00","   1","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   2.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","   4","   1","   3","-999.00","-999.00","-999.00","899;1297;2655;2803","-999.00","-999.00","-999","-999.00","   54426.50","-1.115000e+01"," -25.80"," -18.48"," 153.36"," 129.40"," 141.38","   0","   3.41","   0.0"," 1.400000e-01"," 103.71"," 239.63","1056.06","1789.27"
"Zapus_princeps","5403","Rodentia","Dipodidae","Zapus","princeps","Zapus princeps","-999","  27.20","-999","  94.06","-999.00","-999.00","-999.00","-999.00","   3","-999.00","  18.11","-999"," 1.944219e-03"," 2.479607e-03","-999.00","   5.04","   1.00","-999.0","-999.00","-999.00","  292.30","-999.0","-999.00","-999.00","-999","-999","   2","  29.04","-999.00","-999.00","480;483;730;1297;1849;2099;2151;2655;2922","-999.00","-999.00","-999","-999.00"," 3361363.77"," 6.226000e+01","  32.54","  47.40"," -96.67","-136.16","-116.42","   0","   6.09","   0.0"," 6.000000e-02","  39.73","  32.97"," 371.16"," 648.32"
"Zelotomys_hildegardeae","5405","Rodentia","Muridae","Zelotomys","hildegardeae","Zelotomys hildegardeae","-999","  55.22","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   5.75","-999.00","-999.0","-999.00","-999.00","   61.11","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","730;1297;2655","-999.00","-999.00","-999","-999.00"," 3217960.29"," 5.800000e+00"," -14.10","  -4.15","  40.18","  14.40","  27.29","   0","  40.05","   2.0"," 1.700000e-01"," 101.60"," 220.68","1045.09","1519.34"
"Zygodontomys_brevicauda","5409","Rodentia","Cricetidae","Zygodontomys","brevicauda","Zygodontomys brevicauda","   1","  52.22","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   3","-999.00","  25.39","   1","-9.990000e+02","-9.990000e+02","  25.00","   4.23","   5.50","-999.0","   3.54","-999.00"," 1029.29","-999.0","  42.69","-999.00","-999","   1","   2","  18.50","  21.99","-999.00","730;1297;2151;2159;2655","-999.00","-999.00","-999","-999.00"," 2460355.58"," 1.158000e+01","   0.16","   5.87"," -51.65"," -83.74"," -67.70","   0","  32.13","   0.0"," 1.200000e-01"," 163.89"," 243.08","1462.12","1666.76"
"Zyzomys_argurus","5412","Rodentia","Muridae","Zyzomys","argurus","Zyzomys argurus","-999","  40.42","-999"," 107.83","-999.00","-999.00","-999.00","-999.00","-999","-999.00","  25.00","-999"," 1.039588e-03"," 9.564720e-04"," 219.00","   2.76","-999.00","-999.0","-999.00","-999.00","  535.51","-999.0"," 155.06","-999.00","   4","-999","-999","  34.99","  14.00","  81.25","435;456;525;730;1297;2655;2803","-999.00","   1.42","-999","-999.00","  886980.70","-1.111000e+01"," -25.49"," -18.30"," 147.85"," 114.33"," 131.09","   0","   1.10","   0.0"," 2.000000e-02","  62.33"," 256.75"," 692.93","1704.98"
